Family ID	FRAX08<12>	<33>	FRAX05<50>	FRAX25<26>	<25>	FRAX14<48>	<21>	<27>	<31>	<23>	FRAX15<18>	<35>	<37>	FRAX32<2>	FRAX21<28>	FRAX33<52>	Oeuropea<56>	FRAX26<46>	FRAX16<16>	Slycopersicum<58>	FRAX03<40>	FRAX07<8>	FRAX23<24>	FRAX31<54>	<11>	<39>	FRAX09<42>	FRAX19<30>	<13>	FRAX12<6>	<49>	<17>	<43>	<15>	Mguttatus<60>	<19>	FRAX29<10>	<9>	<55>	<47>	FRAX01<14>	FRAX00<20>	FRAX13<44>	FRAX20<32>	<45>	<3>	FRAX30<0>	<53>	FRAX27<36>	<51>	FRAX04<38>	<1>	<7>	FRAX11<34>	<41>	<59>	<29>	FRAX28<4>	FRAX06<22>	<5>
98	8	8	7	5	8	7	8	8	8	8	7	8	8	6	7	6	10	7	6	3	7	8	8	7	8	8	8	8	8	6	7	8	7	7	3	8	6	8	8	7	7	8	6	7	7	7	7	8	7	7	7	7	8	8	7	3	8	8	8	7
99	9	8	9	5	8	10	7	8	8	7	7	7	8	9	9	6	1	8	6	0	7	8	7	7	8	8	9	8	8	8	8	7	8	7	0	7	10	9	3	8	7	1	8	6	8	9	10	4	7	8	5	9	9	5	8	0	8	9	6	9
100	6	7	8	7	7	7	7	7	7	7	6	7	7	7	8	7	9	7	7	2	7	7	7	6	7	7	7	7	7	6	7	7	7	7	2	7	7	7	7	7	8	7	7	7	7	7	8	7	7	7	8	7	7	7	7	2	7	6	7	7
101	8	9	11	12	9	8	6	8	9	6	5	9	9	10	4	10	1	6	5	0	8	10	5	3	9	9	8	7	9	9	9	6	9	6	0	6	13	10	2	8	7	2	11	9	9	9	7	3	9	9	6	9	10	6	8	0	8	7	5	9
102	1	8	8	11	9	4	8	9	6	8	7	8	8	7	7	7	18	8	6	3	6	9	8	7	9	8	9	3	9	7	8	7	8	6	2	7	15	9	10	8	6	7	7	3	8	6	4	10	8	8	8	6	9	8	8	3	9	4	7	7
103	8	8	3	4	8	8	8	8	8	8	6	8	8	7	5	10	16	7	8	1	6	8	5	9	8	8	11	7	8	8	8	8	8	8	0	8	5	8	10	8	9	9	8	5	8	7	5	10	5	8	6	7	8	9	8	1	8	7	8	8
104	5	7	5	6	7	6	8	7	7	8	8	7	7	6	6	7	10	7	6	7	7	6	8	7	7	7	7	6	7	6	7	8	7	6	4	8	6	6	8	7	5	7	7	6	7	6	6	8	7	7	7	6	6	8	7	6	7	6	10	6
105	6	7	7	6	7	7	7	7	7	7	7	7	7	6	6	7	9	7	7	5	7	6	7	7	7	7	7	7	7	6	7	7	7	7	4	7	7	7	8	7	7	8	7	6	7	7	7	8	7	7	7	7	7	7	7	5	7	6	7	7
106	7	8	5	7	8	5	8	8	8	8	8	8	8	7	7	6	5	7	5	4	6	8	5	7	8	8	9	8	8	7	7	8	7	6	3	8	8	8	6	7	6	8	7	7	7	7	7	6	7	7	6	7	8	8	7	4	8	7	8	7
107	4	8	7	6	7	8	7	8	7	7	7	8	8	6	8	6	8	7	6	6	7	6	8	8	7	8	8	7	7	7	8	7	8	6	3	7	8	7	8	8	5	6	7	3	8	6	6	8	6	8	9	6	7	9	8	6	8	4	6	7
108	7	7	7	6	7	8	7	7	7	7	5	6	7	9	7	6	6	9	6	4	7	7	6	7	7	7	6	5	7	7	7	6	7	6	2	7	6	7	6	8	5	7	7	9	7	7	8	6	6	7	6	8	7	6	7	4	7	6	6	7
109	6	8	7	6	7	5	7	8	8	7	4	8	8	7	8	8	10	7	6	4	7	7	5	8	7	8	8	10	7	6	8	6	7	6	5	7	6	7	9	7	5	8	4	8	7	7	6	9	7	8	9	7	7	8	7	5	8	7	6	7
110	8	8	6	5	8	6	8	8	8	8	9	9	8	8	4	9	4	5	6	1	7	9	7	6	8	8	6	8	8	7	7	8	6	6	3	8	8	8	5	6	6	4	5	7	6	8	8	5	10	8	8	8	8	8	6	3	8	7	9	8
111	9	8	7	5	8	3	8	8	8	8	5	8	8	9	7	5	5	5	4	4	4	6	8	5	8	8	5	9	8	7	7	6	5	6	10	7	10	8	7	5	6	6	5	5	5	8	9	7	8	7	8	9	8	8	5	7	8	7	9	8
112	5	8	9	5	7	8	7	7	8	7	6	8	8	7	6	8	10	7	5	5	3	8	6	8	7	8	8	9	7	5	8	7	7	6	5	7	5	7	8	8	6	12	7	3	8	7	5	8	4	8	8	7	7	9	7	5	7	7	7	7
113	7	8	9	8	8	8	6	8	8	6	5	8	8	8	5	5	10	5	6	0	8	7	5	6	8	8	4	7	8	8	8	6	7	6	13	6	8	8	9	7	5	6	6	7	7	8	7	9	10	8	7	8	8	6	7	8	8	5	4	8
114	8	7	4	5	8	5	8	8	6	8	8	8	7	7	9	6	2	5	7	3	6	8	8	10	8	7	5	5	8	7	6	8	6	8	2	8	13	9	5	5	9	6	6	4	6	8	6	6	9	6	7	7	9	7	6	3	8	8	8	8
115	7	9	9	8	8	5	6	8	9	6	3	8	9	7	6	10	0	7	5	0	9	8	8	9	8	9	11	7	8	6	9	4	9	4	4	4	10	8	4	7	3	2	8	9	9	8	8	5	6	9	6	8	8	8	9	3	8	9	4	8
116	6	8	7	6	8	6	8	8	8	8	6	8	8	5	6	5	10	7	7	5	6	8	7	7	8	8	7	8	8	4	7	8	7	8	5	8	7	8	8	7	9	6	5	5	7	6	6	8	7	7	9	6	8	8	7	5	8	5	8	6
117	7	7	6	7	7	7	7	8	5	7	5	7	7	5	8	6	14	8	5	6	7	5	8	8	7	7	8	3	7	10	7	7	7	7	0	7	7	7	10	7	7	7	7	3	7	6	6	10	9	7	5	6	7	5	7	5	8	4	5	7
118	5	8	10	7	8	8	7	8	8	7	6	7	8	9	8	6	6	9	3	1	10	8	7	8	8	8	4	6	8	10	8	6	8	6	2	6	6	8	6	8	6	1	7	7	8	8	6	6	6	8	7	8	8	7	8	2	8	8	6	8
119	7	6	6	7	8	5	8	7	6	8	8	5	6	9	6	5	7	6	5	2	5	10	8	5	8	6	6	6	8	5	6	8	6	8	2	8	8	9	6	6	9	6	8	5	6	9	11	6	5	6	5	9	9	4	6	2	7	9	8	9
120	6	7	7	8	7	6	7	7	7	7	6	7	7	6	8	6	6	7	7	4	6	6	8	5	7	7	6	9	7	6	7	7	6	7	5	7	7	7	6	7	7	6	6	6	7	6	6	6	7	7	6	6	7	6	6	5	7	6	6	6
121	8	8	8	4	8	4	8	8	8	8	7	8	8	5	9	9	19	7	8	0	7	14	6	5	8	8	4	8	8	3	8	8	6	8	0	8	7	8	9	7	8	4	5	6	7	6	5	9	5	8	8	5	8	9	6	0	8	9	7	6
122	12	8	8	5	7	9	5	8	8	5	3	4	6	8	4	9	14	11	5	0	5	8	2	9	8	8	7	8	8	10	8	5	8	5	0	5	7	8	9	9	6	4	8	8	8	8	8	9	3	8	4	8	8	4	7	0	8	8	4	8
123	6	7	6	9	7	6	7	7	7	7	7	7	7	9	8	5	13	8	7	0	8	6	7	9	7	7	9	7	7	1	7	7	8	7	0	7	3	6	8	8	7	1	8	6	8	8	7	8	7	7	8	8	6	7	8	0	7	10	7	6
124	5	8	5	4	8	5	8	8	8	8	4	8	8	6	9	10	14	12	8	0	4	7	6	7	8	8	10	7	8	3	8	8	9	8	2	8	6	7	9	9	7	8	9	5	9	5	4	9	5	8	4	5	7	9	9	2	8	4	10	5
125	6	7	8	7	7	7	7	7	7	7	6	7	7	7	6	7	6	7	6	4	7	6	7	7	7	7	7	5	7	7	7	7	7	6	3	7	7	7	6	7	6	7	8	6	7	7	7	6	6	7	6	7	7	7	7	4	7	7	6	7
126	6	8	10	4	7	7	6	7	8	6	4	8	8	7	6	6	9	9	4	1	10	7	6	6	7	8	8	7	7	5	8	6	8	6	1	6	8	7	7	8	6	6	7	6	8	7	7	7	8	8	6	7	7	8	8	1	7	7	6	7
127	6	7	7	5	7	5	7	7	7	7	7	7	7	6	5	6	6	8	5	5	7	7	6	7	7	7	7	7	7	6	7	7	7	7	4	7	4	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	8	7	5	7	6	6	7
128	7	7	7	5	7	7	7	7	7	7	7	7	7	7	8	7	5	7	4	3	8	8	5	7	7	7	7	7	7	7	7	7	7	7	3	7	7	7	6	7	7	5	6	7	7	7	7	6	6	7	6	7	7	7	7	3	7	7	6	7
129	7	7	7	6	7	6	7	7	7	7	6	7	7	6	7	4	6	7	7	2	7	7	6	7	7	7	7	7	7	7	7	7	7	7	3	7	6	7	6	7	8	8	7	7	7	7	6	6	6	7	7	6	7	7	7	3	7	8	8	7
130	7	8	7	8	8	8	8	8	9	8	9	5	7	5	8	8	6	9	5	0	7	7	8	6	8	8	9	10	8	6	8	8	8	8	0	8	4	7	6	8	10	1	8	9	8	7	5	6	4	8	3	5	7	4	8	0	8	9	6	7
131	9	6	5	6	8	6	8	8	6	8	5	6	6	8	6	6	8	6	6	2	5	8	9	6	8	6	5	5	8	7	6	8	5	8	2	8	7	8	7	6	8	8	5	5	6	8	6	7	6	6	6	8	8	6	5	2	8	8	11	8
132	7	7	5	6	7	6	7	7	7	7	6	7	7	7	6	8	7	7	6	5	7	6	6	7	7	7	7	7	7	7	7	7	7	7	4	7	6	7	7	7	7	6	6	4	7	7	7	7	6	7	7	7	7	7	7	5	7	7	6	7
133	6	7	6	6	7	7	7	7	7	7	6	6	7	7	6	5	7	8	6	5	7	6	6	7	7	7	6	6	7	5	7	7	7	7	3	7	6	7	7	7	7	8	8	7	7	7	6	7	5	7	7	7	7	6	7	5	7	8	8	7
134	6	7	7	7	7	7	6	7	7	6	5	7	7	7	7	7	6	6	5	4	5	7	6	7	7	7	7	6	7	6	7	6	7	6	3	6	7	7	6	7	6	6	6	6	7	7	7	6	7	7	6	7	7	7	7	4	7	6	6	7
135	8	6	5	5	7	6	5	7	6	5	3	5	6	7	8	6	4	7	6	1	7	6	5	4	7	6	5	6	7	9	6	5	6	5	18	5	10	8	6	6	4	4	6	6	6	8	7	6	4	6	5	7	8	4	6	7	7	8	5	8
136	4	7	6	7	7	6	7	7	7	7	4	7	7	6	6	7	6	7	6	3	6	9	5	7	7	7	8	5	7	5	7	6	7	6	6	6	8	8	7	7	5	6	7	6	7	7	8	7	7	7	7	7	8	8	7	5	7	6	9	7
137	6	7	7	7	7	7	7	7	7	7	6	7	7	7	4	7	4	7	7	2	7	7	7	7	7	7	6	5	7	8	7	7	7	7	3	7	7	7	5	7	7	6	6	6	7	7	5	5	7	7	6	7	7	6	7	3	7	6	7	7
138	4	7	7	3	7	6	7	7	7	7	5	7	7	8	6	8	10	8	2	4	8	7	5	8	7	7	8	6	7	4	8	6	8	6	3	6	5	7	8	8	7	6	8	5	8	7	5	8	7	8	6	7	7	7	8	4	7	8	9	7
139	6	7	9	8	7	8	7	7	7	7	6	5	6	7	5	7	9	8	7	2	8	3	9	7	7	7	4	5	7	9	8	7	7	7	1	7	5	6	7	8	8	3	7	7	8	8	9	7	5	8	3	8	7	3	7	2	7	8	2	8
140	6	7	6	3	7	7	7	7	7	7	7	7	7	7	6	7	8	6	6	2	6	6	7	6	7	7	7	7	7	6	7	7	7	7	1	7	6	7	7	7	7	7	8	7	7	7	7	7	7	7	6	7	7	7	7	2	7	7	7	7
141	7	6	7	4	8	4	7	8	6	6	5	5	6	8	7	4	12	10	3	2	8	8	4	4	8	6	4	3	8	11	6	7	6	7	1	7	11	10	8	6	8	9	5	6	6	10	6	8	5	6	4	8	10	4	6	2	8	14	3	10
142	8	8	6	3	7	6	7	7	7	7	4	9	8	8	6	8	7	8	6	1	8	10	5	6	7	8	8	5	7	7	8	7	8	7	3	7	5	7	6	8	7	7	6	6	8	7	6	6	9	8	4	7	7	10	8	3	7	6	8	7
143	6	7	7	5	7	5	7	7	7	7	7	7	7	7	8	7	6	5	6	4	5	7	6	6	7	7	7	7	7	5	7	7	6	7	2	7	7	7	6	5	7	7	5	6	6	7	7	6	6	7	6	7	7	7	6	4	7	6	7	7
144	4	6	6	6	7	5	8	7	6	8	7	5	6	6	9	4	8	6	9	4	6	5	6	5	7	6	8	5	7	5	6	8	7	9	4	8	5	6	7	6	10	8	8	4	6	6	6	7	5	6	5	6	6	5	7	4	7	6	10	6
145	4	8	7	6	6	7	6	7	8	6	5	8	8	6	6	8	9	8	4	2	8	7	6	8	6	8	6	8	6	5	8	6	7	5	2	6	5	6	7	8	5	6	6	4	8	6	5	7	8	8	8	6	6	7	7	2	7	7	6	6
146	6	7	7	5	7	8	7	7	5	7	7	7	7	10	6	6	0	7	8	0	9	9	7	0	7	7	9	3	7	8	7	7	9	7	0	7	8	9	1	8	7	1	9	3	8	9	10	1	6	7	6	10	9	8	9	0	7	8	9	9
147	6	7	6	5	7	4	6	7	7	6	6	7	7	6	8	7	13	4	3	4	7	8	3	7	7	7	7	7	7	4	7	6	7	6	4	6	7	7	9	4	6	7	7	7	7	6	6	9	7	7	4	6	7	7	7	4	7	7	6	6
148	6	7	6	6	6	9	6	6	7	6	5	6	7	5	4	5	8	6	6	3	8	5	6	3	6	7	5	8	6	5	7	6	7	6	19	6	4	6	8	7	5	6	6	7	7	6	7	8	6	7	5	6	6	4	7	9	6	6	5	6
149	6	7	7	7	7	6	7	7	7	7	6	7	7	7	5	5	8	7	6	3	6	6	6	4	7	7	7	7	7	5	7	7	7	7	3	7	7	7	7	7	7	7	6	4	7	7	6	7	5	7	7	7	7	7	7	3	7	7	7	7
150	4	7	7	5	7	6	7	7	7	7	5	7	7	4	6	6	6	8	6	3	3	9	6	8	7	7	8	6	7	6	7	6	7	6	6	7	5	7	7	7	5	9	7	6	7	6	8	7	8	7	8	6	7	6	7	5	7	6	6	6
151	6	7	5	7	8	6	8	8	7	8	4	7	7	8	7	8	1	6	4	0	3	6	9	4	8	7	6	7	8	5	6	6	5	6	1	8	8	8	3	6	6	12	4	6	6	8	11	4	8	7	6	8	8	7	5	1	8	7	6	8
152	6	8	5	8	7	3	7	7	8	7	7	9	8	11	11	5	0	8	4	0	6	9	6	2	7	8	14	11	7	5	7	7	7	7	0	7	4	7	1	7	7	4	7	4	7	7	5	2	9	7	8	7	7	11	7	0	7	7	6	7
153	5	8	7	4	7	7	7	7	8	7	7	8	8	7	5	8	3	8	8	1	10	8	6	2	7	8	9	7	7	6	8	7	8	7	0	7	8	7	3	8	5	2	7	7	8	7	7	3	6	8	10	7	7	8	9	1	7	3	5	7
154	8	5	3	5	7	4	6	7	5	6	5	3	4	10	6	5	9	7	4	11	6	6	4	5	7	5	8	7	7	9	5	6	6	6	6	6	8	8	8	6	7	6	5	4	6	9	9	8	3	5	3	9	8	3	6	8	7	9	5	9
155	6	6	6	9	7	5	7	6	6	7	5	6	6	6	4	9	2	6	7	1	4	7	8	1	7	6	6	5	7	7	6	7	6	8	1	7	10	8	2	6	10	5	6	7	6	8	10	2	5	6	6	8	8	6	6	1	6	8	3	8
156	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	7	6	7	6	4	6	5	7	7	7	7	7	7	7	7	7	7	7	6	2	7	3	6	6	7	5	7	7	6	7	7	7	6	5	7	6	7	7	7	7	4	7	6	7	7
157	5	7	8	6	7	6	6	7	7	6	6	7	7	7	6	6	5	8	6	2	6	6	5	7	7	7	7	6	7	4	7	6	7	6	1	6	7	7	5	7	5	5	8	7	7	7	7	5	7	7	7	7	7	7	7	2	7	6	5	7
158	7	7	7	5	7	7	7	7	7	7	7	6	7	6	6	5	4	7	5	4	7	6	6	7	7	7	8	7	7	3	7	7	7	7	3	7	8	7	6	7	7	5	6	6	7	6	6	6	6	7	5	6	7	5	7	4	7	6	6	6
159	5	7	6	7	7	4	7	7	6	7	5	8	7	6	6	8	10	7	6	4	7	4	5	6	7	7	6	5	7	6	7	6	6	6	6	7	6	6	8	6	6	7	5	4	6	6	5	8	8	7	8	6	6	8	6	6	7	7	7	6
160	5	6	8	5	6	6	6	6	6	6	7	6	6	5	5	4	5	6	6	3	6	6	6	5	6	6	7	4	6	6	6	6	6	6	17	6	6	6	7	6	7	5	5	6	6	6	5	7	6	6	5	5	6	6	6	8	6	8	6	6
161	6	7	6	4	6	7	6	6	7	6	5	6	7	6	5	6	6	7	4	6	7	6	6	7	6	7	7	7	6	5	7	5	7	5	4	5	6	6	6	7	5	5	7	5	7	6	7	6	6	7	7	6	6	6	7	6	6	6	6	6
162	6	7	6	6	7	6	6	7	7	6	5	7	7	7	7	7	6	6	5	1	5	5	6	7	7	7	6	9	7	7	7	6	6	5	1	6	6	7	6	6	3	7	6	7	6	7	7	6	5	7	6	7	7	7	6	1	7	7	5	7
163	4	8	9	9	8	5	8	8	7	8	3	8	8	5	8	8	0	7	6	0	7	8	8	9	8	8	9	7	8	6	8	5	8	5	0	5	8	8	3	7	1	1	8	4	8	7	7	4	8	8	5	7	8	9	8	0	8	7	9	7
164	5	7	6	4	7	6	6	7	7	6	4	7	7	7	7	7	11	7	4	3	5	7	3	5	7	7	7	8	7	6	7	6	6	6	4	6	4	7	8	7	6	7	5	5	7	7	8	8	7	7	6	7	7	7	6	4	7	6	6	7
165	7	7	7	5	7	7	5	7	7	5	3	6	7	6	6	8	3	7	5	2	8	6	5	4	7	7	6	6	7	8	7	5	7	5	6	5	8	7	5	7	5	4	6	7	7	6	6	5	5	7	4	6	7	6	7	5	7	5	4	7
166	5	6	7	4	7	5	7	7	5	7	9	7	6	7	6	4	6	6	6	1	6	6	7	4	7	6	4	4	7	8	6	8	6	8	1	7	8	7	6	6	10	4	7	4	6	7	7	6	7	6	4	7	7	7	6	1	7	5	7	7
167	4	7	7	5	6	7	6	6	7	6	5	7	7	4	5	7	7	6	7	4	6	7	6	6	6	7	7	6	6	5	7	6	7	6	3	6	5	6	6	7	6	6	7	5	7	6	7	6	7	7	6	6	6	7	7	4	6	6	7	6
168	6	6	6	5	7	6	7	7	6	7	7	6	6	5	5	6	8	6	6	2	6	5	7	6	7	6	6	6	7	5	6	7	6	7	2	7	6	6	7	6	7	7	6	6	6	6	5	7	6	6	6	5	6	6	6	2	7	6	7	6
169	6	8	3	6	7	7	7	7	8	7	7	8	8	6	4	4	0	5	8	0	8	8	6	2	7	8	8	9	7	10	7	7	8	8	0	7	7	7	1	7	8	2	8	8	7	6	6	2	8	7	7	6	7	6	8	0	7	6	10	7
170	6	7	7	6	7	4	7	7	7	7	6	7	7	7	6	5	6	5	5	3	4	6	6	6	7	7	6	7	7	6	7	7	5	7	4	7	7	7	6	5	7	7	5	5	5	7	7	6	7	7	5	7	7	7	5	4	7	6	6	7
171	6	6	5	5	6	5	6	6	6	6	5	6	6	10	1	8	12	7	2	7	7	5	4	4	6	6	5	4	6	5	6	6	6	6	0	6	10	7	8	6	6	6	5	5	6	7	7	8	7	6	3	7	7	4	6	6	6	7	5	7
172	5	6	6	4	6	9	6	6	6	6	4	5	6	5	7	6	8	5	5	6	5	7	6	6	6	6	7	5	6	7	6	5	6	5	5	6	6	6	7	6	5	6	5	6	6	5	5	7	5	6	5	5	6	5	6	6	6	5	6	6
173	5	7	7	5	6	5	6	7	7	6	6	6	7	5	6	8	12	9	5	3	7	6	4	2	6	7	7	8	6	4	7	6	7	5	3	6	5	6	7	7	5	9	7	7	7	5	4	7	6	7	6	5	6	5	7	3	7	6	6	5
174	7	7	5	4	7	2	6	7	7	6	5	7	7	5	5	7	21	5	4	5	3	6	7	7	7	7	6	7	7	9	6	5	5	4	2	6	8	8	11	5	3	6	3	5	5	8	8	11	5	7	4	8	8	9	5	5	7	8	4	8
175	7	5	6	3	7	4	7	7	5	7	6	5	5	5	5	4	11	6	6	13	5	4	8	4	7	6	4	5	7	5	6	7	6	6	10	7	4	5	10	6	5	10	8	4	6	5	5	10	4	6	4	5	5	5	5	11	7	6	6	5
176	5	7	9	8	8	5	8	8	7	8	3	7	7	8	13	7	0	5	8	0	9	8	11	0	8	7	11	7	8	3	7	6	7	6	0	6	8	8	1	5	5	1	5	6	7	8	8	1	4	7	6	8	8	7	9	0	7	8	7	8
177	8	7	7	5	7	7	7	7	7	7	6	6	7	7	6	7	3	7	4	1	6	6	7	6	7	7	5	6	7	7	7	6	7	6	2	6	8	7	4	7	7	1	7	6	7	7	7	4	6	7	7	7	7	5	6	2	7	6	6	7
178	11	6	7	3	7	7	7	6	6	7	6	5	6	9	4	4	2	5	5	0	7	7	4	1	8	6	2	2	7	8	6	6	5	5	0	7	12	10	2	6	5	10	4	7	6	10	12	2	5	6	6	10	10	2	5	0	6	10	8	10
179	5	6	6	6	6	4	6	6	6	6	6	7	6	6	5	6	9	5	4	5	6	7	5	7	6	6	7	7	6	6	6	6	6	6	6	6	6	6	8	5	6	7	4	4	6	6	6	8	7	6	6	6	6	7	6	6	6	5	6	6
180	6	7	6	6	7	6	6	7	7	6	6	7	7	6	7	6	6	6	5	4	6	6	5	6	7	7	6	6	7	5	7	6	6	5	3	6	8	7	6	6	4	6	6	6	6	6	5	6	7	7	7	6	7	7	6	4	7	6	5	6
181	5	5	3	6	6	5	6	6	5	6	4	4	5	5	4	5	22	5	6	3	4	4	5	3	6	5	7	5	6	4	5	6	5	6	32	6	7	6	16	5	7	6	3	3	5	4	3	14	2	5	3	4	6	4	5	16	6	4	7	4
182	5	7	6	6	6	5	6	6	7	6	4	6	7	7	5	8	3	6	5	3	6	4	6	6	6	7	8	8	6	5	7	6	7	6	2	6	5	6	4	6	7	5	7	7	7	6	7	4	6	7	8	7	6	5	7	3	6	3	8	6
183	8	8	6	6	7	8	5	8	8	5	4	9	8	2	8	10	7	6	2	3	4	6	3	8	7	8	9	8	7	8	7	4	7	2	1	5	6	7	7	7	2	5	7	4	7	5	5	7	8	8	6	5	7	10	7	3	8	5	5	7
184	4	5	8	4	6	8	5	7	5	5	4	5	5	6	13	7	9	10	3	3	8	6	4	8	6	6	8	4	6	7	8	5	8	5	1	5	3	6	8	8	5	4	8	5	8	7	3	8	5	7	4	6	6	4	8	3	7	9	5	7
185	9	6	4	8	8	3	8	7	6	8	2	6	6	10	4	5	4	5	8	0	4	8	7	6	8	6	3	7	8	10	5	8	5	8	0	8	3	8	5	5	8	10	5	4	5	9	9	5	3	5	4	9	8	9	4	0	7	9	10	9
186	6	7	5	7	7	6	7	7	7	7	5	7	7	6	6	8	9	5	5	4	5	6	6	7	7	7	6	7	7	5	6	6	5	5	4	7	4	6	8	6	5	7	3	7	6	6	5	8	5	7	6	6	6	7	5	4	7	5	6	6
187	6	5	6	4	7	2	6	7	5	6	3	5	5	6	6	6	25	5	2	4	6	6	5	2	7	6	11	4	7	7	6	5	8	5	2	6	10	7	10	5	6	8	8	4	6	7	7	10	3	6	4	7	7	5	8	4	7	5	4	7
188	6	6	5	6	6	6	6	6	6	6	5	6	6	6	4	6	9	6	4	3	5	6	6	6	6	6	7	5	6	4	6	6	6	5	4	6	5	6	7	6	5	6	5	5	6	6	6	7	7	6	7	6	6	6	6	4	6	7	6	6
189	4	7	5	2	5	7	5	7	7	5	3	7	7	7	5	7	17	5	1	0	9	6	1	7	6	7	7	8	6	5	7	4	7	4	0	4	8	7	9	7	6	1	7	7	7	7	7	9	8	7	4	7	7	4	7	0	7	7	8	7
190	6	7	7	6	7	7	7	7	7	8	8	7	7	6	8	4	1	5	6	0	6	7	9	3	7	7	7	6	7	5	7	7	7	7	0	7	6	7	2	7	7	1	6	8	7	7	7	3	5	7	6	7	7	7	7	0	7	7	11	7
191	5	7	6	6	7	5	7	7	7	7	7	6	7	5	6	5	1	11	8	1	7	6	7	5	7	7	5	6	7	4	7	7	7	7	0	7	8	7	3	7	5	3	7	7	7	6	5	4	6	7	5	5	7	5	7	1	7	6	9	6
192	5	6	7	6	6	6	6	6	6	6	6	6	6	6	4	7	6	6	7	3	7	6	6	5	6	6	6	6	6	5	6	6	6	6	4	6	5	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	4	6	5	7	6
193	3	7	6	6	6	6	6	6	7	6	5	7	7	8	5	6	2	8	5	3	6	5	5	7	6	7	7	6	6	5	7	6	7	6	3	6	7	7	4	7	7	6	5	5	7	8	7	4	7	7	8	8	7	5	7	3	6	8	4	7
194	5	6	7	3	7	5	7	7	6	7	5	6	6	8	4	8	13	5	6	1	7	8	5	4	7	6	10	6	7	8	6	6	6	6	0	7	6	8	7	5	4	9	3	2	6	8	8	7	5	6	4	8	8	6	7	1	7	8	8	8
195	4	6	4	7	7	3	7	7	6	7	7	6	6	7	6	4	3	6	8	3	7	9	7	5	7	6	4	5	7	7	5	7	5	7	2	7	8	8	5	5	7	4	5	5	5	8	9	5	6	5	6	8	8	6	5	3	7	6	5	8
196	6	6	8	6	6	5	6	6	6	6	6	6	6	7	5	4	3	6	5	5	6	6	6	4	6	6	6	6	6	5	6	6	6	6	6	6	5	6	5	6	7	7	6	4	6	7	6	5	6	6	5	7	6	6	6	5	6	7	5	6
197	8	7	7	7	7	5	7	7	7	7	3	5	7	6	6	11	14	3	2	5	4	7	6	3	7	7	8	7	7	4	7	6	5	6	2	7	4	6	8	5	6	8	2	5	5	6	9	8	5	7	5	6	6	4	5	5	7	5	7	6
198	5	7	6	4	6	4	6	6	7	6	5	7	7	4	5	8	6	6	6	1	7	6	5	7	6	7	5	7	6	5	7	6	6	6	3	6	6	6	6	6	7	5	4	7	6	6	6	6	7	7	7	6	6	6	6	3	6	9	4	6
199	6	6	6	5	6	6	6	6	6	6	6	6	6	6	7	6	0	6	6	1	6	6	6	7	6	6	6	6	6	6	6	6	6	6	2	6	8	6	3	6	6	2	6	6	6	6	6	4	6	6	6	6	6	5	6	2	6	6	6	6
200	6	7	8	7	6	7	6	6	7	6	6	6	7	5	4	6	4	7	6	1	4	5	5	7	6	7	8	5	6	6	7	6	7	6	0	6	6	6	5	7	6	5	6	7	7	5	4	5	6	7	7	5	6	5	7	1	6	4	8	6
201	6	6	6	4	6	5	6	6	6	6	6	6	6	6	5	7	7	5	6	5	6	6	4	6	6	6	6	4	6	5	6	6	6	6	4	6	5	6	7	5	6	6	6	6	6	6	5	7	6	6	6	6	6	6	6	5	6	6	6	6
202	5	6	5	5	7	4	7	7	6	7	6	6	6	6	7	4	8	4	6	4	4	8	6	7	7	6	7	7	7	5	5	7	5	7	1	7	4	7	7	4	7	8	5	4	5	6	5	7	6	5	6	6	7	7	5	4	7	7	8	6
203	6	6	5	6	6	6	6	6	6	6	4	6	6	6	5	6	6	6	6	4	6	6	6	6	6	6	6	5	6	6	6	6	6	6	4	6	5	6	6	6	6	6	6	5	6	6	6	6	5	6	4	6	6	6	6	4	6	6	6	6
204	2	8	7	4	6	6	5	7	8	5	4	8	8	5	9	6	1	8	6	0	8	7	5	8	6	8	10	9	6	4	8	5	8	5	0	5	6	6	3	8	5	1	8	9	8	6	6	4	8	8	4	6	6	7	8	0	7	7	3	6
205	6	6	6	6	6	7	6	6	6	6	5	5	6	6	5	8	7	7	7	2	8	5	5	6	6	6	5	7	6	5	7	6	7	6	1	6	5	6	6	7	6	5	5	4	7	6	6	6	5	7	5	6	6	5	7	2	6	5	5	6
206	5	6	6	6	6	5	6	6	6	6	5	6	6	6	6	6	6	6	6	2	6	6	6	6	6	6	5	6	6	6	6	6	6	6	1	6	6	6	6	6	6	5	6	6	6	6	5	6	5	6	6	6	6	6	6	2	6	5	6	6
207	1	7	6	4	7	3	7	7	7	7	6	7	7	5	5	6	10	3	2	8	3	6	6	7	6	7	10	9	7	3	6	7	5	6	10	7	3	5	9	3	6	10	4	6	5	4	4	9	5	6	5	4	5	10	5	9	7	3	7	4
208	6	6	8	2	6	3	7	6	6	7	9	6	6	8	3	5	2	7	8	4	10	7	5	4	6	6	7	4	6	6	7	8	7	8	2	7	3	6	4	7	7	7	6	5	7	6	6	4	6	6	5	6	6	5	7	4	6	5	7	6
