Family ID	FRAX08<12>	<33>	FRAX05<50>	FRAX25<26>	Mguttatus<58>	<25>	FRAX14<48>	<21>	<27>	<31>	<23>	FRAX15<18>	<35>	<37>	FRAX32<2>	FRAX21<28>	FRAX33<52>	Oeuropea<56>	FRAX26<46>	FRAX16<16>	FRAX03<40>	FRAX07<8>	FRAX23<24>	FRAX31<54>	<11>	<39>	FRAX09<42>	FRAX19<30>	<13>	FRAX12<6>	<49>	<17>	<43>	<15>	<19>	FRAX29<10>	<9>	<55>	<47>	FRAX01<14>	FRAX00<20>	FRAX13<44>	FRAX20<32>	<45>	<57>	Slycopersicum<60>	<3>	FRAX30<0>	<53>	FRAX27<36>	<51>	FRAX04<38>	<1>	<7>	FRAX11<34>	<41>	<29>	FRAX28<4>	FRAX06<22>	<5>
27687	2	3	3	2	2	3	3	3	3	3	3	1	3	3	4	3	2	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	1	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3
32180	3	3	3	2	1	3	3	3	3	3	3	3	3	3	3	2	2	1	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	4	2	4	3	2	1	3	3	2	2	3	2	3	3	3	3	3	3	3	3
2421	2	3	3	1	2	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	1	2	3	3	3	3	3	2	3	3	3	3	2	3	2
25375	2	3	3	2	2	3	2	3	3	3	3	3	3	3	3	1	2	4	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3
19658	2	3	4	1	0	2	5	2	3	3	2	2	2	2	3	5	4	0	6	3	4	2	1	2	2	3	3	3	2	2	4	2	5	2	2	2	2	2	5	2	1	6	2	5	1	0	2	5	2	2	4	0	3	2	2	4	3	2	2	2
24240	3	3	4	1	2	3	3	3	3	3	3	2	3	3	3	2	2	2	3	4	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	4	3	3	3	3	2	2	3	3	3	1	3	3	3	2	3	3	3	3	3	3	3	3	2	3
25848	3	3	3	2	2	3	3	3	3	3	3	3	2	3	2	3	2	2	2	3	3	2	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	4	3	3	3	4	3	2	2	3	2	3	3	2	3	2	3	3	2	3	3
15378	3	3	3	1	1	3	2	3	3	3	3	3	3	3	3	2	3	4	2	1	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3
40931	4	3	2	2	2	3	2	3	3	2	3	3	3	3	3	2	3	3	2	3	2	4	3	2	3	3	2	1	3	2	2	3	2	3	3	4	3	3	2	3	5	2	1	2	3	2	3	2	3	4	3	3	3	3	3	2	3	3	4	3
30399	2	3	3	1	1	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3
34808	2	3	2	3	1	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	2	3	3	3	3	3	3	3	3	3	2	3	3
21972	2	3	3	3	1	3	3	3	3	3	3	2	3	3	2	2	3	3	3	2	2	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	2	3	3	2	3	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3
35385	2	3	3	4	2	3	3	3	3	3	3	2	3	3	2	3	4	2	3	2	4	2	3	1	3	3	2	4	3	2	3	3	3	3	3	3	3	2	3	3	2	3	3	3	2	1	2	2	2	3	3	2	2	3	2	3	3	3	3	2
5698	3	3	4	2	1	3	2	3	3	3	3	2	2	3	3	2	3	2	2	2	2	5	3	2	3	3	3	3	3	4	3	2	3	2	3	5	4	2	2	2	3	3	1	3	2	1	3	3	2	2	3	2	3	4	2	3	3	3	3	4
1236	1	3	3	3	1	3	3	3	3	3	3	1	3	3	4	2	3	4	3	2	2	3	1	2	3	3	3	3	3	2	3	2	3	2	3	3	3	3	3	2	3	3	1	3	2	0	4	4	3	2	3	3	4	3	4	3	3	4	3	3
17029	2	3	3	2	2	3	3	3	3	3	3	2	3	3	3	3	2	4	3	3	3	3	3	3	3	3	5	3	3	1	3	3	3	3	3	1	3	3	3	3	3	3	2	3	3	2	2	2	3	2	3	3	2	3	4	3	3	1	2	2
35485	2	4	3	2	2	2	2	2	2	4	2	2	4	4	2	2	3	2	3	2	3	2	2	3	2	3	3	5	2	2	3	2	3	2	2	2	2	2	3	2	2	3	4	3	3	3	2	2	2	4	3	3	2	2	4	3	2	3	2	2
43890	3	3	3	2	1	3	3	3	3	3	3	4	3	3	2	2	2	3	3	4	3	3	1	2	3	3	3	2	3	2	3	4	3	4	3	2	3	3	3	4	3	3	2	3	2	1	3	3	3	2	3	2	3	3	3	3	3	3	4	3
30203	2	3	3	2	1	3	3	3	3	3	3	4	3	3	2	3	2	3	4	2	4	3	4	2	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	1	2	3	3	3	2	0	3	2	3	3	3	2	2	3	3	3	3	4	2	3
41853	2	3	2	2	1	3	3	2	3	3	2	2	3	3	3	2	3	4	3	1	3	4	2	3	3	3	3	3	3	3	3	2	3	2	2	3	3	3	3	2	2	3	3	3	2	1	3	3	3	3	3	3	3	3	3	3	3	3	2	3
27758	2	3	4	3	2	3	3	3	3	3	3	1	3	3	2	2	3	5	2	1	2	4	3	3	3	3	3	4	3	1	3	1	3	1	3	2	3	4	3	1	3	2	3	3	4	2	3	3	4	3	3	3	3	3	3	3	3	3	4	3
37843	2	3	3	1	2	3	3	3	3	3	3	2	3	3	3	2	3	3	3	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3
27593	4	3	2	2	1	3	2	3	3	3	3	3	3	3	4	2	2	3	3	3	3	2	4	4	3	3	2	2	3	2	3	3	3	3	3	2	3	3	3	2	3	3	2	3	2	1	3	2	3	3	3	3	3	3	3	3	3	4	2	3
38927	4	2	3	0	0	2	2	2	2	2	2	2	2	2	5	1	3	1	5	2	3	2	3	3	3	2	2	2	2	4	3	2	3	2	2	5	4	2	3	2	1	7	2	3	1	1	4	3	2	4	3	2	4	4	2	3	2	5	2	4
33508	2	3	3	3	1	3	3	3	3	3	3	3	2	3	2	2	2	4	2	3	4	4	2	2	3	3	4	4	3	2	3	3	3	3	3	3	3	3	3	4	4	3	3	3	2	1	2	2	3	2	3	2	2	3	2	4	3	2	2	2
29329	2	2	2	2	3	2	1	2	2	2	2	2	2	2	2	2	1	6	1	1	1	3	2	1	2	2	1	4	2	1	2	2	2	2	2	2	2	5	1	2	5	2	1	2	12	25	1	1	5	2	2	1	1	2	2	1	2	1	1	1
26704	3	3	2	0	1	3	3	3	3	3	3	1	3	3	4	1	4	4	4	2	3	4	2	3	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	5	2	1	3	3	3	3	2	3	3	3	1	3	3	4	3	3	2	4	3
25790	2	3	2	3	1	3	4	3	3	3	3	1	3	3	3	3	3	4	4	1	2	3	3	3	3	3	3	3	3	1	3	3	3	3	3	4	3	3	4	3	3	2	5	3	2	1	2	2	3	3	3	3	2	3	3	3	3	2	2	2
25003	2	3	3	3	2	3	3	3	3	3	3	2	2	3	3	3	2	2	3	2	3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	1	3	3	3	2	3	2	3	3	2	3	3	3	3	3
42308	3	3	3	2	2	3	3	3	3	3	3	3	3	3	2	2	3	3	3	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	1	2	2	3	3	3	2	2	3	3	3	3	3	3	2
41991	2	3	3	2	4	3	3	3	3	2	3	2	3	3	3	3	3	3	3	2	2	3	1	2	3	3	3	2	3	2	3	3	3	3	3	4	3	3	3	3	3	2	1	3	4	1	3	3	3	2	3	3	3	3	3	3	3	2	3	3
10169	2	3	3	2	1	3	3	2	3	3	2	2	3	3	3	2	3	5	3	2	3	3	2	3	3	3	3	2	3	2	3	2	3	2	2	4	3	4	3	3	2	3	2	3	3	1	2	2	4	3	3	3	2	3	3	3	3	2	2	2
42026	3	3	2	3	2	3	1	3	3	3	3	2	3	3	3	3	3	5	3	3	1	3	2	3	3	3	3	3	3	3	2	3	2	3	3	3	3	4	2	2	3	2	3	2	3	1	3	3	4	2	3	3	3	3	3	2	3	3	2	3
6720	2	3	2	3	2	3	2	3	3	3	3	3	3	3	2	3	2	3	3	3	4	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	2	3	2	3	3	1	2	2
30691	1	4	3	3	1	3	3	3	3	4	3	2	4	4	2	1	4	2	4	2	2	4	3	3	3	4	4	4	3	2	4	2	4	2	3	2	3	3	4	1	3	4	3	4	3	2	2	2	3	4	4	4	2	3	4	4	3	2	3	2
12699	2	3	5	1	1	3	5	4	3	3	4	4	2	3	0	1	3	3	4	5	5	1	4	2	3	3	4	3	3	2	4	4	4	4	4	1	2	3	4	3	2	2	2	4	2	1	2	1	3	2	3	2	1	2	2	4	3	2	5	2
11652	2	3	3	3	1	3	2	3	3	3	3	3	3	3	4	1	4	1	3	4	2	5	2	3	3	3	2	3	3	2	3	3	2	3	3	3	3	2	3	3	1	2	3	3	1	0	3	4	2	3	3	2	4	3	2	2	3	3	2	3
28527	2	3	3	1	1	3	3	3	3	3	3	1	3	3	3	3	3	6	3	1	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	2	3	4	3	3	3	3	3	3	3	1	3	3	4	3	3	3	3	3	3	3	3	2	3	3
21716	3	3	2	2	2	3	3	2	3	3	2	3	3	3	3	3	3	2	3	1	3	3	2	3	3	3	2	3	3	2	3	2	3	2	2	4	3	3	3	2	2	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	2	3
40285	4	3	6	2	0	3	2	2	3	3	2	1	1	2	6	10	3	1	3	3	4	4	2	1	3	3	3	3	3	3	3	2	3	2	2	4	3	2	3	1	1	2	2	3	1	0	3	0	2	1	3	2	3	3	1	3	3	3	1	3
591	2	3	3	1	2	3	2	3	3	3	3	3	3	3	3	3	2	2	2	1	2	3	1	2	3	3	3	3	3	4	3	3	3	3	3	3	3	3	2	3	5	3	1	3	3	2	3	5	3	3	3	3	3	3	3	3	3	2	4	3
2109	2	3	2	2	0	3	2	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	4	3	2	1	3	3	3	3	3	2	3	3	3	3	3	2	3	3
1995	3	3	3	4	2	3	2	3	3	3	3	3	3	3	2	2	3	3	2	3	3	2	3	3	3	3	2	2	3	2	3	3	2	3	3	3	3	3	2	3	5	2	2	2	3	1	2	2	3	2	3	3	2	3	3	2	3	2	2	2
2739	2	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2	2	2	2	3	3	3	4	3	1	3	3	3	3	3	2	3	2	3	3	3	4	3	3	2	1	3	3	2	3	3	2	3	3	3	3	3	3	3	3
6981	3	4	4	2	3	2	3	1	3	4	1	1	4	4	2	3	3	3	4	1	4	3	1	3	2	4	3	3	2	1	4	1	4	1	1	2	2	3	4	1	1	5	3	4	3	1	2	2	3	4	4	4	2	2	3	4	3	2	1	2
30992	2	3	3	2	4	3	2	3	3	3	3	1	3	3	1	1	3	6	2	1	3	4	3	3	3	3	4	4	3	2	3	3	3	3	3	2	3	5	2	3	4	2	1	3	6	4	2	3	5	3	3	1	2	3	4	3	3	2	4	2
14373	3	3	3	1	0	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	4	1	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	2	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3
7513	3	2	2	3	2	3	5	3	3	2	3	3	2	2	3	3	1	3	6	2	6	1	3	2	3	2	2	1	3	2	2	3	4	2	3	2	2	3	5	2	3	4	2	4	3	2	2	2	3	2	2	3	2	2	1	4	3	2	3	2
31087	3	2	4	2	1	2	5	2	2	2	2	2	2	2	2	2	4	2	6	2	3	3	2	2	2	2	5	2	2	2	4	2	5	2	2	2	2	2	5	2	2	6	2	5	2	1	2	2	2	1	4	1	2	2	2	5	2	2	2	2
28764	0	3	2	2	2	3	3	2	3	3	2	2	3	3	2	4	2	2	4	2	3	4	3	4	3	3	2	3	3	3	3	2	3	2	2	3	3	3	3	3	1	3	2	3	3	1	3	2	3	4	3	3	2	3	2	3	3	3	1	3
2576	3	3	3	2	0	3	3	3	3	3	3	3	3	3	3	2	2	5	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	2	3	2	3	4	3	2	2	2	3	3	2	1	3	3	4	3	3	2	3	3	3	3	3	3	3	3
6674	2	3	3	2	1	3	2	3	3	3	3	3	3	3	3	3	1	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	1	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3
11316	2	3	3	1	1	3	3	3	3	3	3	3	3	3	1	2	3	4	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	2	3	3	3	3	2	3	2
24198	5	2	2	2	1	3	2	2	3	2	2	1	2	2	4	2	2	4	3	3	3	5	2	2	4	2	3	2	3	5	2	2	2	2	2	5	5	3	2	2	1	2	2	2	2	0	4	3	3	2	2	2	4	5	2	3	3	4	2	5
40686	2	3	3	3	2	3	2	3	3	3	3	2	3	3	2	3	3	5	3	2	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	4	3	3	3	2	3	3	4	2	2	2	4	2	3	2	2	3	3	3	3	3	3	2
26098	2	3	3	3	0	3	3	3	3	3	3	4	3	3	3	1	1	0	6	4	2	2	3	1	3	3	2	2	3	1	3	4	3	4	3	4	3	1	3	5	1	5	2	3	1	0	3	3	1	3	3	4	3	3	1	2	3	3	4	3
26816	2	3	3	2	1	3	2	3	3	3	3	3	3	3	2	2	3	4	3	3	3	2	3	2	3	3	3	3	3	2	3	3	3	3	3	2	2	3	3	3	3	3	2	3	2	0	2	2	3	3	3	2	2	2	3	3	3	2	3	2
3816	3	3	3	3	2	3	2	3	3	3	3	2	3	3	3	3	3	4	2	2	1	3	3	3	3	3	2	2	3	3	3	2	2	2	3	3	3	4	2	2	3	3	2	2	4	4	3	3	4	1	3	3	3	3	3	2	3	2	3	3
40259	3	3	1	3	1	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	0	3	3	3	3	3	3	3	3	3	3	3	3	2	3
6558	2	3	1	3	3	3	2	3	3	4	3	3	3	3	3	4	2	2	3	2	1	3	3	4	3	3	2	4	3	3	3	3	3	2	3	2	3	3	3	2	3	3	4	3	4	4	3	3	3	2	3	2	3	3	3	2	3	2	2	3
32923	3	3	3	1	2	3	3	3	3	3	3	2	3	3	2	3	3	3	2	2	3	2	3	2	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3	2	3	3	3	3	3	2	2	2	3	3	3	3	2	3	3	3	3	2	3	3
5272	3	3	3	2	1	3	2	3	3	3	3	3	3	3	3	2	3	3	3	4	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	2	3	2	3	3	3	2	3	3	3	3	3	1	3	3
37215	1	2	2	2	1	2	2	2	2	2	2	2	2	2	4	2	3	2	2	2	2	3	2	2	2	2	2	2	2	5	2	2	2	2	2	4	3	2	2	2	2	2	2	2	5	10	4	4	2	2	2	2	4	3	2	2	2	4	2	4
39864	3	3	2	3	2	3	1	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	2	3	4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3
3838	3	3	3	1	2	3	3	3	3	3	3	2	3	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	1	3	1	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3
39362	4	3	3	2	3	3	1	2	3	3	2	2	2	3	3	3	2	5	3	3	4	3	2	2	3	3	3	2	3	3	3	2	4	2	2	3	3	4	3	2	2	6	3	3	4	1	3	2	4	2	3	2	3	3	2	4	3	2	2	3
28404	3	3	2	3	1	3	2	3	3	3	3	3	3	3	4	2	3	3	2	3	3	3	2	3	3	3	3	3	3	2	2	3	2	3	3	3	3	3	2	3	3	1	3	2	3	2	3	4	3	3	3	2	4	3	3	3	3	1	3	3
7267	2	3	2	3	1	3	2	3	3	3	3	3	2	3	3	3	2	3	3	2	2	3	3	2	3	3	3	3	3	3	2	3	2	3	3	3	3	3	2	3	3	2	2	2	3	2	3	3	3	1	2	4	3	3	2	2	3	3	3	3
31930	1	3	1	2	2	3	1	3	3	3	3	3	4	3	3	2	3	4	2	2	2	4	4	4	3	3	4	5	3	3	2	3	2	3	3	2	3	4	2	3	4	2	2	2	3	1	2	1	4	5	3	2	2	3	4	2	3	1	4	3
39782	4	3	2	2	1	3	2	3	3	3	3	3	3	3	3	3	2	4	2	2	2	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	2	3	2	2	2	2	2	1	3	3	3	3	2	3	3	3	3	2	3	3	3	3
5985	3	3	2	6	2	3	1	3	3	3	3	3	2	3	2	5	1	0	2	3	2	1	4	3	3	3	0	3	3	2	2	3	2	3	3	4	3	2	2	3	2	4	3	2	2	1	3	3	2	2	2	4	3	3	0	2	3	3	3	3
42709	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	2	2	3	2	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	2	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3
31261	3	3	3	1	2	3	3	3	3	3	3	3	3	3	2	3	2	5	4	1	2	3	3	2	3	3	3	3	3	2	3	3	3	2	3	1	3	4	3	2	3	4	2	3	4	3	2	2	4	3	3	1	2	3	3	3	3	3	3	2
34512	2	3	1	3	1	3	2	3	3	3	3	2	3	3	3	2	2	3	2	3	2	3	3	2	3	3	3	3	3	5	2	3	2	3	3	4	3	3	2	2	2	2	1	2	2	1	3	3	3	3	2	2	3	3	3	2	3	3	3	3
38722	2	3	4	3	2	3	2	3	3	2	3	2	3	3	2	2	3	3	3	1	3	3	2	4	3	3	4	2	3	3	3	3	4	3	3	2	3	3	3	3	3	4	1	3	4	3	3	1	3	3	3	2	2	3	4	4	3	3	2	3
34114	3	3	2	2	2	3	3	3	3	2	3	2	3	3	1	3	2	3	3	3	3	3	2	3	3	3	3	1	3	4	3	3	3	3	3	3	3	3	3	3	2	4	2	3	3	2	3	2	3	2	3	3	2	3	3	3	3	3	3	3
32757	2	4	4	1	2	2	5	2	2	4	2	2	4	4	2	2	3	3	3	2	3	2	2	2	2	4	2	4	2	2	4	2	3	2	2	2	2	3	4	3	3	3	3	4	3	1	2	2	3	4	4	4	2	2	3	3	3	2	2	2
3087	3	3	3	3	1	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	2	3	2	3	3	3	3	4	3	2	3	3	3	3	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	2	3
32315	3	3	2	1	2	2	2	2	3	3	2	2	3	3	4	2	3	3	2	1	2	3	1	3	3	3	2	3	3	2	2	2	2	1	2	3	3	4	2	1	1	2	2	2	7	12	3	3	4	3	3	3	3	3	3	2	3	3	2	3
13427	3	3	3	4	1	3	2	3	3	3	3	1	3	3	3	3	4	1	3	2	2	3	3	4	3	3	2	3	3	3	3	2	3	2	2	2	3	3	3	2	2	3	3	3	3	2	3	2	3	3	3	3	3	3	4	2	3	3	2	3
39737	3	3	3	1	1	2	4	2	3	3	2	2	3	3	3	2	3	4	4	2	5	2	2	3	3	3	4	2	3	3	3	2	4	2	2	3	3	3	4	2	2	3	2	4	2	0	3	3	3	3	3	2	3	3	2	4	3	3	2	3
42190	0	3	3	2	1	3	1	3	3	4	3	0	3	3	2	3	2	6	5	1	3	4	0	3	3	3	3	6	3	2	3	2	3	2	3	4	3	4	3	2	4	2	4	3	3	1	2	1	4	3	3	4	2	3	3	3	3	3	5	2
15995	3	3	3	2	1	3	2	3	3	3	3	3	3	3	2	1	3	4	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	1	2	3	3	3	3	3	2	3	3	3	3	2	3	2
26028	4	3	2	3	2	3	2	3	3	3	3	2	3	3	3	3	1	3	2	2	1	3	3	2	3	3	2	3	3	3	2	2	2	2	2	3	3	3	2	2	2	2	1	2	3	1	3	3	3	3	2	3	3	3	4	2	3	4	4	3
18404	4	2	2	1	1	3	2	3	3	2	3	6	2	2	2	2	1	7	2	2	1	3	1	2	3	2	2	2	3	4	2	3	2	3	3	5	3	4	2	4	2	2	1	2	3	2	3	4	4	1	2	1	3	3	2	2	3	3	2	3
14842	1	3	2	2	2	3	3	3	3	3	3	4	2	3	3	2	3	5	3	2	3	2	3	3	3	3	3	3	3	1	3	3	3	3	3	2	2	4	3	3	3	3	3	3	4	3	2	2	4	1	3	2	2	2	2	3	3	2	3	2
33727	2	3	0	1	2	3	3	3	3	3	3	1	3	3	2	3	2	7	5	2	1	3	1	3	3	3	4	4	3	3	3	2	3	2	3	2	3	4	3	1	4	3	2	3	4	2	2	2	4	2	3	3	2	3	4	3	3	2	4	3
30345	2	3	3	1	1	2	5	2	3	3	2	2	3	3	3	3	2	3	3	2	4	3	2	2	3	3	2	2	3	3	3	2	4	2	2	4	3	3	4	2	1	4	3	4	2	0	3	3	3	3	3	2	3	3	2	4	3	4	2	3
25493	3	3	3	2	2	3	3	3	3	3	3	2	3	3	3	2	3	4	3	1	3	3	1	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	3	2	3	3	2	3	3	3	3	2	3	2
40681	2	3	2	3	2	3	2	3	3	3	3	1	3	3	3	2	2	2	2	2	1	2	2	2	3	3	2	2	3	5	2	3	2	3	3	6	4	3	2	3	2	2	2	2	3	1	4	5	3	3	2	3	4	4	5	2	3	4	3	4
41788	2	3	3	3	1	3	3	3	3	3	3	2	3	3	3	2	2	2	3	2	3	2	3	4	3	3	4	3	3	1	3	2	3	2	3	2	2	3	3	2	3	1	4	3	2	1	2	2	3	3	3	2	2	2	4	3	3	2	3	2
20563	3	3	2	2	3	3	3	3	3	3	3	1	3	3	2	3	3	4	3	2	2	3	2	2	3	3	4	4	3	2	3	2	3	2	3	1	3	3	3	1	4	3	1	3	4	2	2	2	3	2	3	3	2	3	4	3	3	2	4	2
24556	3	3	4	2	1	3	2	3	3	2	3	3	3	3	4	2	2	1	3	2	1	3	2	2	3	3	3	2	3	3	3	3	3	2	3	5	4	2	3	2	2	4	1	3	2	1	4	4	2	1	3	3	4	4	3	3	3	4	3	4
228	3	3	3	3	1	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	1	3	3	3	3	4	2	3	3	2	1	2	2	3	2	3	3	2	3	3	3	3	3	3	2
3364	4	2	2	2	1	3	2	3	3	2	3	4	2	2	6	2	3	3	2	3	2	2	2	2	3	2	2	3	3	4	2	3	2	3	3	4	3	3	2	3	2	2	2	2	2	1	3	2	3	2	2	2	3	3	2	2	3	2	3	3
42671	2	2	3	2	4	3	3	3	3	2	3	3	2	2	3	4	3	7	3	2	2	2	3	2	3	3	2	2	3	2	3	3	2	2	3	2	2	4	3	2	4	2	2	3	4	1	2	2	4	2	3	2	2	2	2	2	3	2	3	2
13985	3	3	3	2	2	3	1	3	3	3	3	3	3	3	2	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	3	3	2	2	3	2	3	2	3	1	3	3	3	3	3	3	3	3	3	2	3	3	3	3
39490	3	3	2	5	2	3	2	2	3	3	2	2	2	3	3	3	1	4	2	2	2	3	2	2	3	3	2	3	3	5	2	2	2	2	2	2	3	3	2	2	2	3	3	2	3	2	3	3	3	2	2	3	3	3	2	2	3	3	2	3
14966	2	3	2	2	2	3	3	3	3	3	3	2	4	3	2	2	1	5	2	3	2	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	4	3	3	3	3	3	3	4	3	2	2	4	4	3	4	2	3	4	3	3	3	2	2
20240	2	3	3	2	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	2	3	2	2	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3
23229	3	3	6	6	0	3	3	3	3	2	3	2	2	3	2	4	2	1	4	5	6	1	3	1	3	3	1	1	3	1	3	3	3	3	3	1	2	2	3	2	1	2	1	3	1	0	3	4	2	2	3	3	3	2	0	3	3	3	2	2
31000	2	3	3	3	2	3	2	3	3	3	3	3	3	3	2	2	3	2	3	2	4	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	1	3	3	1	3	3	3	2	3	3	3	3	3	3	3	2	2	3
10605	2	3	3	2	1	3	3	3	3	3	3	0	3	3	2	2	2	4	4	2	3	3	1	5	3	3	3	4	3	3	3	2	3	2	3	3	3	4	3	1	3	3	3	3	3	1	3	3	4	4	3	2	3	3	2	3	3	2	3	3
27269	5	3	3	2	0	3	3	2	3	5	2	2	0	2	5	2	3	0	2	2	1	3	1	2	4	3	1	8	3	5	3	2	2	2	2	5	4	2	3	1	1	2	5	3	1	0	4	4	2	0	3	2	4	4	0	1	3	4	0	4
4241	3	3	3	3	1	3	2	3	3	3	3	2	3	3	3	2	2	2	2	1	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	4	3	3	3	2	1	3	3	2	3	3	2	3	3	3	3	3	3	3	3
11037	2	3	3	3	2	3	2	3	3	2	3	2	3	3	3	3	2	7	3	2	2	2	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	4	3	3	1	3	1	3	4	2	3	4	4	2	3	3	3	3	3	2	3	2	3	3
18262	3	3	1	3	2	3	0	3	3	3	3	2	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	4	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	0	3	3	3	3	3	3	3	3
133	2	3	3	3	1	3	3	3	3	3	3	2	3	3	2	1	3	4	3	2	3	3	3	3	3	3	3	3	3	2	3	2	3	2	3	2	3	3	3	2	3	3	3	3	3	2	2	2	3	2	3	3	2	3	3	3	3	2	3	2
24676	2	3	3	3	1	3	4	3	3	3	3	1	3	3	3	3	3	2	2	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	1	3	2	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3
42715	3	3	3	1	3	2	2	2	3	3	2	2	3	3	1	3	3	5	2	2	3	2	2	3	2	3	3	3	2	2	3	2	3	2	2	2	2	4	2	3	3	2	3	3	4	3	2	2	4	3	3	3	2	2	3	3	3	1	2	2
