Family ID	FRAX08<12>	<33>	FRAX05<50>	FRAX25<26>	Mguttatus<58>	<25>	FRAX14<48>	<21>	<27>	<31>	<23>	FRAX15<18>	<35>	<37>	FRAX32<2>	FRAX21<28>	FRAX33<52>	Oeuropea<56>	FRAX26<46>	FRAX16<16>	FRAX03<40>	FRAX07<8>	FRAX23<24>	FRAX31<54>	<11>	<39>	FRAX09<42>	FRAX19<30>	<13>	FRAX12<6>	<49>	<17>	<43>	<15>	<19>	FRAX29<10>	<9>	<55>	<47>	FRAX01<14>	FRAX00<20>	FRAX13<44>	FRAX20<32>	<45>	<57>	Slycopersicum<60>	<3>	FRAX30<0>	<53>	FRAX27<36>	<51>	FRAX04<38>	<1>	<7>	FRAX11<34>	<41>	<29>	FRAX28<4>	FRAX06<22>	<5>
5095	1	2	2	1	2	1	2	1	2	2	1	1	2	2	2	2	3	3	2	2	2	1	0	2	1	2	2	2	1	1	2	1	2	1	1	1	1	3	2	1	2	2	1	2	4	3	2	1	3	2	2	2	2	1	2	2	2	2	1	1
9475	1	2	1	2	1	2	3	1	2	2	1	1	2	2	2	1	2	2	3	1	1	2	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	3	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2
39071	2	2	2	2	0	2	2	2	2	2	2	2	2	2	1	2	2	0	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	0	1	1	1	2	2	2	1	2	2	2	2	1	2	2
26753	2	2	2	2	1	2	0	2	2	2	2	0	2	2	2	1	3	1	1	0	2	3	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
32759	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	0	1	1	2	2	2	2	1	1	2	2	2	1	2	1
25775	2	2	2	1	3	2	2	2	2	2	2	1	2	2	1	1	2	2	2	1	2	2	1	2	2	2	2	3	2	1	2	1	2	1	2	0	2	2	2	1	2	2	2	2	4	3	1	1	2	2	2	2	1	2	2	2	2	1	2	1
5749	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	2	2	1	2	2	2	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2
38913	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
30678	2	2	2	1	1	2	0	2	2	2	2	1	2	2	2	2	2	3	1	0	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2
20768	1	2	3	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
27855	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	3	1	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	2	1	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2
22566	2	2	3	2	1	2	2	2	2	2	2	1	2	2	1	1	1	1	1	0	3	3	1	1	2	2	2	2	2	1	2	1	2	1	2	3	2	2	2	1	2	2	3	2	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	1
27631	0	2	2	1	0	2	2	2	2	2	2	1	2	2	3	1	2	2	2	1	2	2	2	3	2	2	2	1	2	2	2	1	2	1	2	3	2	2	2	1	2	1	2	2	1	0	3	2	2	2	2	1	3	2	2	2	2	3	1	2
29829	0	2	3	1	2	2	1	2	2	2	2	2	3	2	1	2	2	2	1	2	2	2	1	3	2	2	3	2	2	2	2	2	2	2	2	0	2	2	1	2	2	1	1	2	3	2	2	2	2	3	2	2	2	2	3	2	2	1	2	2
3752	1	2	3	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	1	3	1	2	2	2	2	2	0	2	2	2	2	2	1	1	2	2	2	2	3	2	2	2	1	1	1	2	2	2	2	1	1	2	2	2	1	1	1
20970	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	1	1	2	2	2	2	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
43049	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2
41119	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	4	2	1	1	1	3	2	2	2	2	1	2	1	2	2	2	1	2	1	1	3	2	1	2	2	1	2	2	1	1	1	3	2	2	1	1	1	2	2	2	1	2	1
15829	1	2	1	1	0	2	0	2	2	2	2	1	3	2	2	3	3	3	1	1	1	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	3	1	2	2	1	1	1	3	4	2	1	3	3	2	2	2	2	3	1	2	1	2	2
21643	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3	2	0	2	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2
20937	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2	1	2	0	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2
5381	1	2	2	1	1	2	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
9329	2	2	3	1	1	2	3	2	2	2	2	0	0	1	3	0	1	0	1	3	4	1	2	4	2	2	0	0	2	2	3	2	3	2	2	2	2	2	3	2	1	3	4	3	1	0	2	2	2	0	2	1	2	2	0	3	2	2	2	2
15791	2	2	1	1	1	2	1	2	2	2	2	2	2	2	3	2	2	3	0	0	1	2	2	2	2	2	3	2	2	2	1	2	1	1	2	3	2	2	1	1	3	1	0	1	2	1	2	2	2	2	2	1	2	2	3	1	2	1	2	2
781	1	2	2	1	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
34043	2	2	2	2	0	2	1	2	2	2	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	0	2	0	2	2	2	2	0	2	2	2	2	2	2	2
11163	1	2	2	4	2	2	1	2	2	2	2	2	2	2	1	2	3	4	1	1	2	0	1	1	2	2	3	2	2	0	2	2	2	1	2	2	2	2	1	0	2	0	3	2	2	1	2	2	2	2	2	1	2	2	2	2	2	3	2	2
2680	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	3	1	1	1	1	5	1	1	1	8	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21355	2	0	1	0	0	2	1	3	1	0	4	4	0	0	1	0	1	0	1	1	1	6	7	0	2	1	3	0	2	1	1	3	1	3	3	4	4	1	1	3	1	1	0	1	1	0	2	4	1	0	1	0	2	3	0	1	1	1	6	2
41633	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2
42995	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	0	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	1	2	2	2	1	0	1	2	2	2	2	2	1	1	2	2	2	1	1	1
10197	2	2	2	2	0	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	1	2	2	2	2	1	2	2	2	2	2	2	2
3902	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
12476	2	2	3	1	2	2	2	2	2	2	2	0	2	2	1	1	2	3	2	1	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	3	2	1	2	2	1	2	3	2	2	1	3	2	2	2	1	2	2	2	2	2	2	2
2650	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	2	2	2	2	2	2	2
11923	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	1	2	1	2	2	2	2	2	2	2	1	2	1	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2
20313	1	2	2	1	0	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2
28964	1	2	3	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2
4826	1	2	1	2	3	2	1	2	2	2	2	1	2	2	1	2	1	4	1	1	1	1	1	1	2	2	1	3	2	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	6	8	1	1	3	2	1	2	1	2	3	1	2	1	2	1
41676	2	2	2	2	1	2	1	2	2	2	2	1	2	2	1	2	2	3	2	1	1	3	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	3	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2
4576	2	2	1	1	1	2	1	2	2	1	2	1	2	2	2	1	2	3	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
8322	1	2	1	3	2	2	1	2	2	2	2	1	2	2	1	2	2	3	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	1	2	0	1	3	2	1	4	2	1	2	3	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2
5822	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	0	2	2	2	2	2	2	2	2	2	2	2	1	2	2
19637	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	4	2	1	2	2	1	2	2	2	2	2	2	0	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	2	2	3	2	2	0	2	2	2	2	2	2	2	2
5821	1	1	0	3	0	3	2	3	2	1	3	3	1	1	1	1	0	1	0	5	0	1	4	2	2	1	0	0	2	2	1	3	1	3	3	3	2	2	1	2	2	2	2	1	2	2	1	1	2	1	1	2	1	2	0	0	2	1	2	2
23376	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	3	2	1	2	2	1	1	2	2	2	2	2	2	2	1	2	1	2	1	2	2	2	1	2	1	2	2	2	1	3	3	2	1	2	1	3	2	2	2	2	3	2	2
394	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2
38512	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
20814	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
515	2	2	2	1	1	2	2	1	2	2	1	1	1	2	2	2	2	3	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	2	1	2	2	1	2	2	2	1	2
9274	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	3	2	2	1	1	2	1	2	2	2	2	2	3	2	2	2	1	1	2	3	2	1	0	2	2	2	1	2	1	2	2	1	2	2	2	2	2
38904	2	2	1	2	0	2	1	2	2	2	2	1	2	2	1	2	1	3	3	2	0	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	3	1	2	1	1	1	1	1	2	2	1	2	1	2	2	1	2	1	2	2
3638	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	4	2	1	2	2	1	0	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2
25238	2	2	2	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	2
38215	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	3	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	1	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2
41220	1	2	3	1	1	2	1	2	2	2	2	1	2	2	1	2	1	4	2	2	3	2	2	2	2	2	3	2	2	0	2	2	2	2	2	0	2	3	2	2	2	2	3	2	2	1	1	1	3	2	2	1	1	2	2	3	2	2	1	1
3074	2	2	1	2	2	2	2	2	2	1	2	2	2	2	1	1	2	3	1	2	1	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
6959	1	2	2	2	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2
25965	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	1	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	1	2	2	2	2	2	2	2	2
34102	2	2	1	1	1	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	2	2	2	2	1	2	2	2	2	1	2	2
27127	2	2	1	0	1	2	1	2	2	2	2	1	2	2	1	1	1	1	2	1	1	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
34817	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	1	2
23467	1	2	1	2	1	2	1	2	2	2	2	2	3	2	2	1	2	2	2	2	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	2	2	2	4	2	2	2	2	3	1	2	2	2	2
11509	1	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	3	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
19913	2	2	2	1	0	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
5890	2	2	1	0	0	2	1	2	2	2	2	3	2	2	1	0	0	0	3	4	1	2	1	0	2	2	4	4	2	1	2	2	2	2	2	3	2	1	2	1	1	2	2	2	1	0	1	1	1	5	2	1	1	2	2	2	2	0	6	1
40532	2	2	2	1	1	2	2	1	2	2	1	1	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	1	1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1	1	2
15298	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	3	1	1	2	2	1	0	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2
15393	1	2	0	2	3	2	2	2	2	2	2	1	2	2	2	1	0	3	0	1	0	3	0	2	2	2	3	2	2	2	1	1	1	1	2	2	2	3	1	1	3	1	1	1	4	2	3	3	3	2	1	1	3	2	3	1	2	3	3	2
32488	2	2	2	2	1	2	2	1	2	2	1	1	2	2	2	1	2	1	2	1	2	1	1	3	2	2	2	2	2	1	2	1	2	1	1	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	2
25605	2	2	2	1	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	0	2	2	2	1	2	1	2	2	2	2	2	2	2	2
30264	2	2	1	3	1	2	2	2	2	2	2	0	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
30832	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2	2	1	2	2
11536	2	2	3	1	1	2	1	2	2	2	2	1	2	2	2	1	2	1	1	1	3	2	1	2	2	2	2	2	2	2	2	1	3	1	1	2	2	2	1	1	1	3	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2
26580	0	2	3	1	1	2	1	2	2	2	2	1	3	2	3	2	0	4	1	2	1	1	1	1	2	2	1	2	2	3	2	2	1	2	2	1	2	2	1	4	2	1	1	1	2	2	2	0	2	4	2	1	2	2	3	1	2	2	1	2
29271	1	2	1	1	1	2	1	2	2	1	2	2	2	2	2	1	1	5	1	2	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	3	1	2	2	2	1	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2
16901	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2
34443	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	2	0	2	2	1	2	2	2	1	2	1	2	2	2	2	2	1	2	2
20887	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2
37950	1	2	1	1	0	2	1	2	2	2	2	2	2	2	2	1	3	1	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
23185	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	0	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	3	2
27702	2	2	2	2	3	2	2	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	1	2	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2
11451	3	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2	1	2	2	1	2	2	4	2	2
31726	1	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	1	2	1	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	1	2	1	2	1	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2
27022	2	2	2	1	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	0	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
40782	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	3	1	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2
23188	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	0	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2
34733	1	2	2	1	1	2	2	2	2	2	2	1	1	2	2	1	2	3	2	1	1	2	1	2	2	2	3	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	0	2	2	2	2	1	2	2	2	2	2
6068	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	1	2	2	2	1	2	2	2	2	2	0	2	2
25231	2	2	1	0	1	2	0	2	2	2	2	2	2	2	2	2	1	1	1	3	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	2	2	2	1	1	2	2	1	1	2	1	2	3	2	2	1	2	2	2	2	1	2	2	2	2
24924	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2
30599	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2
15157	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	0	1	2	1	2	2	1	2	1
6593	1	2	1	1	1	2	2	2	2	1	2	1	2	2	1	1	2	1	4	2	0	2	1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	4	3	1	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	4	3	2
4072	1	2	3	1	1	2	2	2	2	2	2	2	2	2	1	1	2	0	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	1	2	3	1	2	2	2	2	2	2	2	2	2	1	2
23174	1	2	1	2	0	2	2	2	2	2	2	3	2	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2
8123	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	0	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
13401	2	2	2	1	0	2	1	2	2	2	2	1	2	2	2	0	1	4	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2
17310	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	0	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2
13217	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	0	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	0	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2
27177	1	2	1	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	0	2	2	2	1	3	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2
17314	1	1	2	4	4	2	3	2	2	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	1	2	3	2	1	1	1	2	2	2	2	2	1	4	1	1	2	4	3	1	1	2	1	2	1	1	2	1	1	2	1	1	2
31893	4	1	1	3	0	3	2	2	2	1	2	1	1	1	1	2	1	1	0	4	1	4	1	1	3	1	0	0	3	4	1	2	1	2	2	4	4	1	1	0	2	1	1	1	1	1	3	4	1	3	1	0	3	4	0	1	2	2	0	4
15955	1	2	1	0	1	2	2	2	2	2	2	2	2	2	2	2	1	2	3	1	1	2	1	2	2	2	2	2	2	0	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2
31663	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	3	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
14654	2	2	2	1	0	2	2	2	2	2	2	1	2	2	1	2	2	3	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	0	2	1	2	2	2	2	1	2	2	2	2	2	2	2
41749	3	1	1	2	0	2	2	2	2	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	2	1	2	2	2	3	1	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	1	1	1	2	2	1	2	2	2	3	2
39138	2	2	2	1	1	2	1	3	2	2	3	2	2	2	2	1	2	1	1	3	1	2	0	1	2	2	2	1	2	1	2	3	1	3	3	0	2	2	1	4	5	1	2	1	2	1	2	2	2	1	2	1	2	2	2	1	2	2	5	2
38975	2	2	2	2	1	2	2	2	2	0	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2
3551	2	2	1	1	0	2	1	2	2	2	2	2	2	2	1	1	2	3	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	3	2	2	1	2	2	3	2	1	2	2	2	2	1	2	2	2	2	2	2	2
