Desc	Family ID	FRAX00	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33	Oeuropea	Mguttatus	Slycopersicum
JSG04878	4878	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
JSG15384	15384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2
JSG28298	28298	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
JSG06038	6038	1	2	1	2	1	1	1	1	1	2	0	1	1	2	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2	1
JSG21284	21284	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	3
JSG37482	37482	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	0	0
JSG01927	1927	2	1	1	1	0	2	2	0	1	2	2	1	1	1	1	2	2	0	0	1	1	2	1	2	1	2	1	1	2	1	0
JSG42620	42620	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
JSG34618	34618	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
JSG35096	35096	2	1	1	1	0	0	1	2	1	2	1	1	1	1	2	1	2	1	1	0	1	1	0	1	1	2	1	1	3	1	1
JSG07174	7174	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
JSG14638	14638	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2
JSG40744	40744	1	1	1	1	1	1	1	1	2	1	1	2	1	3	0	1	0	1	1	1	1	1	1	1	1	1	2	1	3	1	1
JSG12210	12210	1	1	1	2	1	1	2	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1
JSG03186	3186	2	0	1	2	1	1	2	2	2	2	0	0	0	1	0	2	0	0	1	1	1	2	1	2	0	1	2	2	2	1	2
JSG39927	39927	1	1	1	1	1	1	3	3	1	2	1	1	0	0	0	1	1	0	1	1	1	1	1	2	3	1	2	1	1	1	1
JSG40733	40733	2	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	7	5
JSG39784	39784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2
JSG28186	28186	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	2	0	0
JSG02587	2587	2	1	1	1	1	2	2	1	2	1	1	2	2	1	0	1	0	1	0	0	2	2	2	1	1	0	1	2	2	1	1
JSG12075	12075	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1
JSG33156	33156	4	1	1	2	1	1	1	0	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1
JSG41998	41998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2
JSG26962	26962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1
JSG31538	31538	3	1	0	1	1	3	2	0	2	1	1	1	0	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	0	0
JSG34341	34341	2	1	0	1	1	2	2	1	2	2	1	1	0	1	0	2	1	0	1	0	1	1	2	2	0	0	2	1	3	1	2
JSG06310	6310	1	1	1	1	1	1	1	1	1	1	2	2	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
JSG15397	15397	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	3	1
JSG05843	5843	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1
JSG13485	13485	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
JSG02438	2438	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1
JSG39804	39804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1
JSG20068	20068	4	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	2	2	0	1	1	0	1	1	1	1	1	4	2	1
JSG10074	10074	2	1	0	2	2	1	1	0	1	1	1	1	1	1	1	1	0	2	1	2	1	1	1	1	1	2	1	1	3	1	1
JSG01165	1165	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
JSG14161	14161	2	2	1	2	0	1	1	1	1	2	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
JSG40167	40167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1
JSG04477	4477	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1
JSG31399	31399	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
JSG40421	40421	3	1	1	1	1	2	2	1	2	2	1	0	0	1	0	1	1	1	0	1	1	2	1	1	1	2	1	2	2	1	1
JSG42713	42713	3	2	1	2	1	1	1	1	1	1	1	0	1	0	1	1	2	1	1	0	1	1	1	1	0	1	0	1	4	1	1
JSG32209	32209	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4
JSG10075	10075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1
JSG04399	4399	2	2	1	1	1	2	2	0	2	2	1	0	0	1	1	2	2	1	1	1	1	0	1	1	0	1	1	1	1	2	2
JSG11450	11450	1	2	1	0	0	1	1	3	0	0	2	0	1	2	1	0	2	0	1	0	3	0	3	1	2	0	2	2	0	0	0
JSG17928	17928	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
JSG35099	35099	1	1	1	2	2	2	1	1	2	2	1	2	0	0	0	3	1	1	1	1	1	2	1	0	1	2	1	2	0	0	0
JSG42529	42529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1
JSG10990	10990	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1
JSG39006	39006	1	0	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2
JSG00762	762	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1
JSG09548	9548	1	1	1	1	1	1	2	2	2	1	1	1	0	0	1	2	2	0	0	1	1	1	0	1	1	2	1	2	2	1	1
JSG17899	17899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	2	2	2	2
JSG27637	27637	2	1	2	0	1	2	2	1	2	2	1	1	0	0	1	2	0	1	2	0	1	0	1	1	2	2	2	1	1	1	1
JSG35405	35405	1	1	1	3	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	0	0	0
JSG18473	18473	1	0	2	1	3	1	0	3	0	0	1	4	1	4	1	0	2	0	2	0	2	1	1	2	1	1	1	0	0	0	0
JSG11242	11242	2	2	1	0	0	1	2	0	3	0	2	2	1	1	1	2	1	0	1	1	1	0	1	2	1	1	2	0	2	1	1
JSG18732	18732	1	1	1	0	1	1	1	3	1	1	1	0	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	0	0
JSG35444	35444	2	1	2	2	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	0	2	2	1	0	1	1	1	1	2	2	1
JSG22647	22647	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	0	1	2
JSG04378	4378	1	1	2	1	1	1	1	2	1	1	0	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	0	1	0	2
JSG31023	31023	2	1	3	0	0	1	0	1	2	2	1	0	0	0	1	2	1	2	0	0	3	1	2	1	1	1	1	0	5	1	1
JSG05881	5881	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	3	1	1
JSG41475	41475	2	1	1	1	2	2	2	0	2	2	1	2	1	0	0	1	1	1	0	1	2	1	0	1	1	1	1	1	2	2	1
JSG04018	4018	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
JSG13675	13675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1
JSG13677	13677	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
JSG13548	13548	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1
JSG19371	19371	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1
JSG32721	32721	2	1	1	2	0	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1
JSG01298	1298	2	2	1	1	0	1	2	0	2	2	1	0	0	2	1	1	1	2	0	1	0	1	2	0	2	2	2	1	2	2	1
JSG30512	30512	1	2	1	1	0	3	3	2	1	2	0	0	1	0	3	2	1	0	0	0	1	2	2	1	2	2	2	0	1	0	0
JSG08733	8733	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
JSG04100	4100	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	0	0	0
JSG10104	10104	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	0
JSG07798	7798	1	2	0	1	2	0	1	0	0	0	2	1	1	0	1	1	2	1	1	1	1	0	2	2	2	1	3	1	2	1	2
JSG30733	30733	3	2	1	0	2	3	2	0	2	2	1	2	1	1	0	1	0	1	0	0	1	2	0	0	1	2	1	1	2	1	1
JSG37502	37502	1	1	0	2	3	0	1	1	1	1	3	2	1	0	2	0	0	0	2	0	2	0	4	2	1	0	4	2	0	0	0
JSG24913	24913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1
JSG40015	40015	1	1	1	2	2	0	1	2	1	2	1	1	2	0	1	1	0	1	0	2	1	3	2	1	0	2	0	1	2	0	0
JSG30590	30590	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4
JSG29995	29995	1	1	2	1	0	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
JSG39950	39950	2	1	0	2	0	2	2	0	2	2	1	0	1	0	1	2	0	1	0	1	1	1	2	0	2	2	2	1	2	2	2
JSG32402	32402	1	1	3	1	1	0	1	1	3	2	1	3	2	1	1	1	1	0	1	0	2	1	1	3	1	0	1	1	0	0	1
JSG09093	9093	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1
JSG01891	1891	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	4	1	1	1	1	0	1	1	1	1	1	1	1	1	1
JSG07453	7453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1
JSG24048	24048	2	1	1	2	0	2	2	1	2	2	1	2	1	0	1	1	2	1	1	0	1	1	0	1	1	1	0	2	1	1	1
JSG18185	18185	1	1	0	2	1	2	1	2	3	2	1	1	0	0	1	1	0	1	1	1	0	2	1	0	2	1	1	1	2	1	1
JSG06605	6605	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	2	1	2	0	1	1	1	1	0	2	1	0	2	2	1	1
JSG06609	6609	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1
JSG02582	2582	2	2	1	0	1	2	1	1	1	2	1	1	1	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	2	1	1
JSG37933	37933	2	1	0	2	2	1	2	1	1	2	2	0	1	0	1	2	2	2	0	0	1	2	0	1	0	2	1	1	1	1	1
JSG25123	25123	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	2
JSG36418	36418	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1
JSG24513	24513	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2
JSG12888	12888	1	1	1	1	2	1	1	1	2	1	0	1	1	1	1	2	1	1	1	0	2	1	1	0	1	1	1	1	2	1	2
JSG10718	10718	1	2	1	2	1	2	1	2	0	0	1	0	1	2	1	0	1	1	3	2	0	0	1	1	1	1	3	1	1	0	0
JSG18959	18959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	0	4
JSG25558	25558	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
JSG25134	25134	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	0	1	2	1	1	1	1	1	2	1	1	2	1	0
JSG34521	34521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2
JSG29071	29071	1	1	0	2	2	0	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1
JSG41719	41719	2	2	2	1	1	2	2	1	3	1	0	1	2	1	1	1	0	1	1	1	3	0	1	1	0	1	0	2	0	0	0
JSG25647	25647	2	1	0	1	2	6	1	1	1	0	2	1	1	2	2	0	0	1	1	0	1	1	2	0	1	0	2	0	1	0	0
JSG32338	32338	1	1	2	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	0	0	0
JSG28922	28922	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2
JSG30940	30940	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
JSG28588	28588	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1
JSG05081	5081	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1
JSG36112	36112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	3
JSG32124	32124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1
JSG07054	7054	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
JSG30097	30097	1	2	1	1	1	1	2	2	0	0	2	1	1	1	1	1	2	1	1	2	1	0	3	2	1	1	2	1	0	0	0
JSG02630	2630	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
JSG17068	17068	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
JSG32119	32119	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1
JSG30101	30101	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1
JSG32597	32597	1	1	1	1	0	1	1	2	1	1	2	1	0	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	0
JSG39343	39343	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1
JSG33312	33312	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1
JSG15164	15164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1
JSG38338	38338	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1
JSG24449	24449	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
JSG42432	42432	1	2	1	2	1	1	2	1	1	2	0	1	1	2	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	2	1
JSG36178	36178	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1
JSG42966	42966	2	1	1	2	2	2	1	1	2	2	2	0	0	1	0	2	1	1	0	1	1	1	1	0	1	1	0	1	3	2	1
JSG41781	41781	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
JSG42900	42900	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1
JSG12361	12361	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1
JSG15903	15903	1	0	1	0	1	1	2	2	1	1	2	1	0	1	2	1	0	1	1	0	1	1	2	2	2	1	2	1	1	1	1
JSG37898	37898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3
JSG26362	26362	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
JSG14599	14599	2	2	0	2	0	1	2	0	1	2	1	1	1	1	1	2	0	2	0	1	1	2	1	2	1	2	1	1	1	1	1
JSG23452	23452	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1
JSG25161	25161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	0	1	1	0	2	1	2	1	0	0
JSG17857	17857	2	2	1	1	1	2	1	1	2	2	1	1	0	1	1	2	0	0	1	1	1	1	2	1	0	1	1	1	3	1	1
JSG18282	18282	2	2	1	1	0	1	1	1	3	2	0	1	0	1	2	2	0	0	1	1	0	1	1	1	2	2	0	1	3	1	1
JSG34713	34713	1	1	0	1	1	1	2	1	2	1	0	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	2	2	1	1
JSG35659	35659	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3	1	1
JSG32376	32376	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1
JSG17970	17970	1	0	2	1	1	2	0	0	1	0	1	2	3	4	2	0	1	2	0	3	3	1	1	1	0	0	1	1	0	0	0
JSG06328	6328	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2
JSG27258	27258	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	2	1	0	1	1	1	1	1	1	1	1	2	2	1
JSG24010	24010	1	1	2	3	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	0	0
JSG27112	27112	2	0	0	2	0	1	1	4	0	1	2	2	1	1	0	1	0	2	0	1	0	0	1	4	1	0	2	1	6	0	0
JSG35706	35706	2	1	2	0	2	2	2	0	2	2	1	2	1	2	0	1	0	0	1	0	1	1	0	1	1	1	2	2	2	1	1
JSG02554	2554	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	0	0	1	1	1	1	2	1	2	1	1	2	0	1	2	1
JSG00455	455	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	3	0	1	1
JSG26972	26972	1	0	2	0	2	1	1	1	2	2	0	2	2	1	2	1	0	1	1	1	0	1	1	1	2	1	2	1	1	1	1
JSG37577	37577	1	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	0	1	1	1	1	2	1	2	0	2	0	1	1	1
JSG43124	43124	2	1	1	2	1	0	2	2	1	2	1	1	1	1	1	2	0	2	1	0	1	1	3	1	1	1	1	2	0	0	0
JSG29862	29862	1	1	1	0	1	2	2	0	2	1	1	0	2	0	1	2	0	2	2	2	2	1	1	1	1	1	1	1	1	1	1
JSG07717	7717	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	0	1	0	1	1	1	2	1	0	1	2	1	2	1	2
JSG31879	31879	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	2	1	1	1	3	3	1
JSG36648	36648	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
JSG30651	30651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1
JSG03477	3477	1	1	2	1	2	1	1	0	2	2	1	2	2	0	1	2	1	1	1	0	2	1	1	1	1	1	0	1	1	1	2
JSG09363	9363	2	0	0	1	2	2	2	0	2	2	1	1	2	0	1	1	1	2	0	0	1	1	1	1	2	2	1	0	3	1	1
JSG22979	22979	2	0	2	0	1	2	2	0	2	1	0	1	0	0	0	2	2	0	0	0	2	2	1	2	0	2	1	1	6	1	2
JSG21170	21170	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
JSG21789	21789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1
JSG04702	4702	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	1	1
JSG02138	2138	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	0	1	0	1	1	1	2	1	1	0	1	2	1	1
JSG19827	19827	1	1	2	0	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
JSG18750	18750	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3
JSG19346	19346	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	3	2
JSG04518	4518	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	8	1
JSG37181	37181	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	3	1	1	1	2	1	1	1	1	1
JSG22280	22280	1	1	2	3	1	1	3	0	0	1	0	0	1	2	1	2	0	1	1	2	1	4	0	3	1	1	1	0	0	0	0
JSG20878	20878	1	1	1	1	1	2	2	1	1	1	0	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1
JSG02929	2929	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	0	2
JSG14973	14973	1	1	1	0	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3
JSG25860	25860	1	0	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2
JSG21068	21068	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1
JSG03023	3023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1
JSG22706	22706	1	1	1	1	2	1	1	1	2	2	0	0	1	0	0	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1
JSG42135	42135	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1
JSG10550	10550	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
JSG01071	1071	1	1	1	1	1	1	1	2	1	1	1	0	0	1	0	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1
JSG09967	9967	1	1	1	2	1	1	2	0	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1
JSG09753	9753	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	2	1	1	1	2	1	1	1	1	2	1	1
JSG43567	43567	1	2	1	0	2	1	2	0	1	1	2	1	1	2	2	0	0	2	3	2	2	1	1	1	0	1	0	2	0	0	0
JSG24325	24325	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1
JSG42212	42212	1	0	1	1	1	2	1	1	1	2	1	1	1	0	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	0	0
JSG22854	22854	1	1	1	0	0	1	1	2	1	1	1	1	0	1	0	1	0	2	1	1	1	1	1	3	1	2	1	1	6	1	1
JSG42075	42075	1	0	1	0	1	1	1	0	2	2	1	2	2	1	0	1	1	1	1	0	1	0	1	1	1	1	1	2	2	1	4
JSG22970	22970	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
JSG15294	15294	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
JSG15680	15680	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1
JSG39850	39850	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3
JSG15685	15685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
JSG00903	903	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	4	1
JSG10278	10278	2	1	2	1	1	2	2	1	2	2	1	1	0	0	0	2	1	0	0	1	1	1	2	2	0	1	1	2	2	0	0
