Desc	Family ID	FRAX00	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33	Oeuropea	Mguttatus	Slycopersicum
JSG35344	35344	7	8	7	9	8	7	7	6	7	8	7	8	7	6	6	9	8	7	8	6	8	8	7	7	7	8	6	9	8	3	3
JSG37606	37606	7	6	9	6	6	9	6	6	6	7	9	8	6	5	4	7	8	5	5	6	10	8	12	11	8	8	9	8	5	3	3
JSG13788	13788	8	5	8	9	5	6	6	6	9	9	6	8	6	5	5	9	6	5	6	7	8	8	7	8	8	7	10	7	10	6	6
JSG42459	42459	7	9	4	8	3	8	12	10	4	8	10	4	4	8	8	9	6	7	7	8	3	9	8	12	9	8	9	9	5	3	5
JSG22476	22476	7	7	9	8	9	7	7	7	9	9	6	8	7	7	7	7	6	9	6	7	8	9	8	8	9	7	7	8	5	2	3
JSG08036	8036	7	6	7	6	9	6	10	7	10	6	8	7	8	6	6	8	7	8	6	6	9	6	9	10	9	6	8	6	7	1	2
JSG14275	14275	8	8	7	9	7	10	8	7	11	9	4	7	8	5	6	9	7	6	7	7	8	9	5	5	5	8	7	8	9	5	4
JSG14301	14301	6	7	6	5	8	5	5	9	5	6	7	9	8	8	9	6	8	6	7	8	8	9	8	6	8	7	8	8	8	2	4
JSG43948	43948	7	7	8	7	6	8	9	8	10	8	9	7	7	8	4	8	6	7	9	7	7	8	7	9	7	7	8	5	5	2	3
JSG18285	18285	9	8	7	7	7	8	8	8	8	8	8	6	8	7	7	8	7	7	7	7	6	7	8	7	7	8	8	7	8	2	4
JSG39753	39753	5	7	6	5	6	6	4	6	8	6	6	8	7	5	6	8	8	4	5	4	7	8	4	3	4	5	7	5	8	29	25
JSG20879	20879	7	9	7	6	7	7	8	7	7	7	7	7	7	6	6	9	7	8	7	6	7	7	6	8	8	9	7	7	5	8	5
JSG37032	37032	7	8	7	9	6	7	8	8	7	7	7	7	7	7	7	8	7	7	9	7	7	7	7	8	8	6	8	8	10	2	3
JSG29129	29129	8	7	8	7	7	8	9	10	8	7	6	7	7	7	6	7	7	6	7	7	8	7	8	5	7	7	7	8	8	3	5
JSG16868	16868	7	7	9	8	11	4	6	6	9	8	6	8	6	8	6	7	11	7	7	7	8	6	6	8	6	9	8	8	7	2	2
JSG03078	3078	8	8	6	7	7	6	7	7	8	7	7	8	7	7	7	7	8	8	5	6	8	7	6	5	7	7	7	7	6	5	16
JSG28520	28520	8	8	6	7	6	6	8	8	6	7	7	7	6	7	6	8	8	11	4	7	6	9	7	10	7	7	7	7	8	3	5
JSG16467	16467	6	6	11	5	13	5	8	5	11	5	11	10	8	5	5	8	8	8	4	6	11	5	9	5	5	6	13	8	7	2	2
JSG08009	8009	5	5	10	7	14	4	5	6	9	11	8	11	8	5	6	10	9	8	5	8	10	8	6	7	7	9	6	5	1	0	4
JSG17754	17754	7	9	8	8	9	7	7	8	7	10	5	8	8	5	5	8	8	7	4	4	7	7	8	8	8	8	7	8	14	2	2
JSG28146	28146	5	7	7	6	7	8	11	11	6	6	10	6	6	6	7	5	5	5	5	5	6	6	9	10	10	7	11	6	5	5	4
JSG31571	31571	8	7	8	8	8	8	8	6	8	8	5	7	8	8	6	7	6	8	7	5	8	7	7	8	6	7	7	9	8	3	4
JSG26090	26090	8	8	9	6	7	8	7	7	10	7	6	8	9	8	5	6	5	6	8	7	8	7	6	7	6	7	6	6	7	5	5
JSG13595	13595	7	6	8	7	8	8	9	7	8	9	7	7	8	6	9	8	7	5	9	7	7	7	8	6	7	8	8	4	8	2	2
JSG37282	37282	7	7	7	8	6	7	8	8	7	9	7	8	5	4	7	8	7	9	8	7	7	9	6	8	7	9	6	7	9	2	2
JSG38049	38049	7	6	8	7	7	7	9	7	8	8	9	8	7	5	4	10	4	7	6	5	7	5	7	7	5	9	4	7	11	13	7
JSG19186	19186	5	5	8	6	6	6	7	9	6	5	9	7	7	4	7	7	7	8	6	5	8	5	9	11	8	5	7	7	5	18	1
JSG00008	8	8	8	7	6	7	7	8	5	8	8	5	6	7	6	8	8	9	8	8	9	6	7	7	7	7	8	7	8	9	3	2
JSG21695	21695	8	7	8	8	8	8	7	9	8	8	7	8	7	6	6	7	5	7	6	6	8	6	7	7	7	8	8	7	9	2	2
JSG34207	34207	6	8	9	7	6	8	9	6	7	8	8	8	7	7	7	8	5	8	9	8	8	8	7	5	8	7	7	8	8	3	3
JSG10144	10144	6	4	9	7	8	6	7	7	7	8	9	8	7	6	5	8	7	5	7	8	8	8	8	8	7	6	8	7	10	3	4
JSG39746	39746	8	7	8	6	7	7	7	8	7	7	8	7	8	7	6	7	7	5	6	7	7	7	8	7	8	7	8	7	7	3	6
JSG16175	16175	8	7	7	8	8	8	6	7	6	7	7	9	5	8	8	9	10	7	5	4	7	10	6	5	7	7	5	6	7	5	7
JSG32448	32448	8	5	9	6	9	6	7	7	8	8	7	7	9	5	4	6	8	7	4	6	8	8	7	7	8	6	9	6	7	7	5
JSG10488	10488	7	7	9	7	7	7	7	7	8	7	8	8	9	6	7	7	8	6	6	7	11	6	8	8	6	7	7	9	6	1	1
JSG43270	43270	9	5	6	8	8	8	8	6	8	8	8	7	4	5	7	7	8	4	7	7	8	6	8	7	8	8	8	8	8	5	5
JSG13211	13211	10	7	5	9	6	6	6	5	6	6	8	6	4	8	8	5	7	10	7	5	7	9	8	6	5	9	7	8	10	4	6
JSG23614	23614	7	6	8	7	8	7	9	9	7	7	8	7	7	4	6	9	5	8	7	7	6	7	7	8	7	6	9	6	14	3	2
JSG26532	26532	7	5	7	7	7	8	7	8	7	7	9	6	7	7	8	7	8	8	9	5	8	7	6	6	7	8	6	8	7	2	4
JSG42240	42240	9	6	7	9	5	9	8	7	9	10	8	5	8	5	4	9	8	6	3	7	6	10	7	8	7	8	7	6	11	5	4
JSG10673	10673	7	5	6	6	5	7	9	6	8	6	8	7	7	7	7	8	8	7	7	5	7	5	8	12	10	6	10	8	8	2	2
JSG01330	1330	5	10	5	5	8	10	10	7	5	5	9	5	6	9	7	4	4	8	8	5	6	4	9	11	11	4	10	8	8	2	3
JSG32131	32131	9	6	7	6	8	8	9	6	7	7	8	7	7	7	6	8	7	5	8	8	6	7	6	9	6	10	7	6	8	2	4
JSG14997	14997	7	6	8	7	7	7	8	9	6	6	9	7	7	7	6	6	8	7	6	6	7	6	9	8	9	6	10	5	9	2	2
JSG40810	40810	6	6	7	7	7	6	7	9	6	8	5	7	7	6	6	6	6	4	5	8	7	7	7	10	9	6	7	9	8	5	9
JSG07686	7686	5	8	6	9	10	7	6	6	7	9	4	8	9	8	6	7	8	7	7	6	8	10	7	8	6	9	7	7	0	4	2
JSG38957	38957	7	7	6	10	8	7	7	7	7	9	7	7	5	7	8	7	7	7	6	6	7	9	7	7	6	8	6	7	9	2	4
JSG15016	15016	6	7	6	9	6	5	6	6	8	8	5	9	6	5	7	11	8	8	5	6	5	7	7	6	7	10	8	9	8	2	4
JSG23040	23040	8	7	7	7	7	7	7	6	7	8	7	7	7	6	7	7	6	7	7	7	7	7	7	7	7	7	6	7	7	2	2
JSG18650	18650	7	18	4	3	3	14	7	5	4	4	10	4	3	17	9	10	9	6	14	6	5	5	5	8	9	6	8	3	4	1	1
JSG03161	3161	6	9	6	6	6	8	8	4	6	6	5	6	6	9	8	11	8	5	8	6	6	6	10	7	10	8	11	6	8	2	4
JSG28732	28732	9	5	6	7	7	7	7	6	8	7	6	5	6	6	6	7	7	6	6	6	6	6	7	7	7	7	6	8	6	9	9
JSG20898	20898	8	6	7	7	8	5	6	6	8	6	6	7	7	7	6	9	9	6	8	7	7	9	6	6	6	8	6	8	9	4	5
JSG25921	25921	1	7	10	7	10	7	9	5	4	7	10	7	8	7	5	6	7	8	8	7	9	6	8	8	7	8	9	6	6	2	1
JSG27290	27290	7	11	5	5	6	8	11	7	6	4	6	8	5	10	6	6	5	7	8	7	6	5	9	8	11	5	9	5	7	2	2
JSG19082	19082	7	7	6	8	7	5	8	7	8	8	7	6	7	7	7	8	6	8	6	5	8	7	6	7	7	7	7	8	6	3	4
JSG35148	35148	7	7	6	7	6	6	6	8	6	6	10	7	7	7	9	6	6	5	7	9	7	6	7	8	10	6	11	7	6	2	2
JSG37102	37102	7	7	7	7	6	7	9	7	8	7	7	6	7	7	7	7	7	8	7	7	7	7	7	5	7	7	7	7	7	5	5
JSG06656	6656	6	7	6	6	6	7	6	6	7	7	8	7	7	5	6	8	7	7	7	6	7	8	8	8	7	6	7	9	12	4	5
JSG36890	36890	7	7	6	7	8	6	7	8	9	6	7	7	7	8	5	6	8	6	7	8	6	7	9	7	8	7	8	5	11	4	1
JSG14183	14183	7	8	7	8	8	7	7	6	7	7	6	7	7	6	7	7	7	8	7	7	7	7	6	7	8	6	7	7	9	2	2
JSG38523	38523	7	7	8	7	7	5	6	7	5	6	7	8	8	6	8	7	6	9	6	8	7	7	11	7	5	5	6	7	7	2	4
JSG06174	6174	3	7	9	7	9	8	7	7	7	7	7	9	9	6	6	7	6	8	5	7	9	7	6	7	7	7	7	9	1	2	2
JSG41306	41306	5	6	9	6	9	5	9	7	9	6	7	8	11	8	7	5	5	6	8	6	10	4	7	9	7	5	6	7	11	2	1
JSG22071	22071	6	5	6	7	8	7	7	7	7	8	6	7	7	6	6	8	8	7	6	7	7	8	7	7	7	8	7	7	11	2	3
JSG30137	30137	7	8	8	6	9	8	7	7	8	6	8	6	7	7	7	8	6	7	7	5	7	6	6	8	6	8	7	6	5	3	4
JSG07075	7075	11	6	4	7	6	9	10	5	10	11	5	7	6	5	6	10	2	5	6	3	6	8	6	6	7	7	5	6	11	9	8
JSG09630	9630	6	7	7	7	7	8	7	7	7	7	6	7	6	8	5	7	6	7	7	7	6	7	6	6	7	7	6	7	7	6	8
JSG16966	16966	9	10	4	4	6	16	9	4	6	5	9	4	3	9	12	6	6	7	6	8	5	5	9	6	8	5	6	7	7	4	7
JSG16302	16302	7	7	5	5	7	10	6	5	7	5	10	7	9	10	7	4	5	5	8	5	6	4	11	10	10	5	9	7	6	3	2
JSG43116	43116	6	7	7	7	7	5	8	7	10	8	5	11	4	5	5	4	3	8	6	2	7	7	10	11	9	9	9	6	9	2	6
JSG34236	34236	7	6	9	6	8	6	6	5	8	8	6	8	9	7	8	6	6	6	7	6	8	8	6	7	7	6	7	7	5	2	7
JSG35055	35055	3	6	9	6	8	5	8	8	7	6	7	7	9	7	6	5	5	9	7	8	7	10	7	11	8	7	5	5	7	2	2
JSG25879	25879	8	7	8	8	8	7	8	6	7	6	5	7	6	7	7	8	7	6	7	8	7	7	5	7	6	7	7	7	5	4	4
JSG11843	11843	7	6	6	7	7	7	7	5	8	8	6	7	7	7	6	7	7	5	8	4	7	7	7	8	7	7	7	8	9	4	4
JSG37292	37292	7	6	8	7	7	7	9	5	6	6	5	6	7	6	5	8	6	8	5	6	6	6	7	8	9	6	8	8	12	3	4
JSG35661	35661	8	5	6	6	5	6	7	4	7	7	5	5	7	7	4	10	7	8	7	7	7	6	6	8	8	6	8	8	15	7	4
JSG42334	42334	9	8	7	5	6	8	9	4	9	9	5	7	8	5	4	9	6	9	7	3	6	6	9	3	7	9	8	8	9	4	5
JSG35546	35546	7	6	8	7	7	7	7	6	7	8	6	7	7	8	5	7	6	7	6	4	8	6	8	7	7	7	7	7	9	6	4
JSG20701	20701	6	5	10	5	6	7	7	7	5	4	8	9	4	6	6	9	8	9	9	6	8	6	6	4	5	7	6	9	12	2	6
JSG24311	24311	7	6	5	6	6	7	7	6	7	7	7	6	7	6	6	7	6	7	6	7	7	7	7	8	7	7	8	8	7	3	4
JSG11304	11304	7	8	4	7	7	10	9	7	7	6	8	5	6	9	5	7	5	5	8	5	7	7	7	8	8	9	9	6	7	4	4
JSG27467	27467	6	7	7	5	4	6	5	8	6	8	7	7	6	5	7	10	8	6	6	9	7	8	7	7	6	7	8	5	9	3	3
JSG14587	14587	8	5	8	7	7	6	8	8	7	8	7	6	6	7	6	7	8	4	6	6	7	8	6	6	8	7	6	8	8	5	6
JSG23865	23865	7	7	5	8	8	7	7	7	7	7	4	8	6	7	8	8	5	6	7	7	6	8	7	7	7	7	6	7	11	3	3
JSG15337	15337	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	7	7	8	6	7	7	6	7	7	7	7	7	7	7	4	2
JSG07394	7394	7	8	11	6	10	8	10	6	7	5	6	6	6	9	8	7	7	4	6	5	7	6	9	4	8	5	10	5	3	2	4
JSG30866	30866	9	10	6	6	7	7	8	5	5	8	8	5	6	8	8	7	5	5	7	5	6	8	7	8	6	6	7	6	10	3	3
JSG13128	13128	8	5	8	6	8	8	8	7	8	8	5	8	8	6	5	6	7	7	6	5	6	8	7	6	6	7	8	6	11	4	4
JSG03723	3723	10	7	7	7	7	9	7	5	7	8	7	6	8	5	7	9	7	6	6	6	7	8	5	6	6	7	6	6	9	4	4
JSG12912	12912	5	5	6	7	6	6	5	6	6	7	5	6	6	7	5	6	6	5	5	6	6	7	5	6	5	6	4	6	16	27	5
JSG38762	38762	6	4	6	4	9	6	5	5	8	7	6	11	7	6	5	6	5	7	5	5	6	7	5	9	4	11	6	7	16	7	8
JSG17321	17321	7	7	8	6	7	7	8	5	8	8	6	8	6	6	8	8	4	6	6	4	8	7	7	6	6	8	7	8	6	3	4
JSG01914	1914	7	5	12	6	12	8	6	3	10	7	4	8	7	6	5	5	5	5	5	5	10	6	5	5	6	6	7	6	10	4	6
JSG24079	24079	5	6	4	6	9	6	10	9	6	7	6	5	6	5	5	4	4	6	7	7	8	9	8	8	8	7	6	8	11	3	5
JSG08461	8461	7	7	7	7	7	7	7	6	7	6	5	6	6	6	8	6	7	7	7	5	7	5	8	5	7	9	7	6	9	6	8
JSG38275	38275	8	7	7	8	6	8	7	6	8	8	5	7	7	7	6	8	6	6	8	6	9	5	5	7	6	8	5	6	8	4	3
JSG18190	18190	6	6	6	7	7	7	9	6	9	8	6	9	7	7	6	6	6	8	7	5	8	7	4	8	9	7	6	6	5	3	4
JSG35059	35059	7	8	8	8	7	9	6	6	6	9	7	7	7	7	5	8	5	7	7	7	8	8	5	8	6	6	8	6	6	5	3
JSG05307	5307	6	7	7	6	6	6	8	8	8	7	8	6	6	5	4	7	6	8	6	6	7	8	5	6	7	7	7	8	10	4	5
JSG05951	5951	7	5	7	6	7	6	7	7	6	6	7	7	8	5	6	5	9	7	6	6	9	6	6	6	8	7	9	6	6	2	4
JSG02189	2189	5	4	8	5	8	5	9	9	7	5	9	8	6	7	5	7	7	6	6	8	6	4	7	8	6	10	8	6	7	3	3
JSG00470	470	6	9	6	7	4	8	8	8	5	7	7	6	5	8	7	5	4	9	8	5	5	9	8	13	6	10	7	6	2	2	3
JSG03846	3846	9	7	6	7	5	8	8	4	7	7	6	6	7	7	7	7	6	7	9	7	7	8	5	4	6	6	5	6	9	6	4
JSG04116	4116	7	9	7	6	10	8	6	5	8	7	8	8	7	6	6	8	7	6	5	7	6	6	6	8	6	6	6	6	6	2	3
JSG29251	29251	8	6	7	6	7	8	7	7	8	8	6	6	6	6	5	8	5	8	4	4	7	7	7	5	8	5	7	8	12	4	3
JSG00687	687	7	6	6	6	7	6	7	9	7	6	9	8	7	5	5	8	8	7	6	6	6	6	7	8	8	5	7	8	4	3	4
JSG13059	13059	9	6	7	6	8	6	7	5	6	6	11	6	7	7	8	5	6	4	6	6	7	5	9	9	8	6	7	6	7	4	3
JSG12295	12295	7	5	7	7	6	7	6	7	7	8	5	6	5	5	7	6	6	7	5	5	8	7	6	7	7	7	6	9	9	4	12
JSG42786	42786	6	7	6	7	6	7	7	7	8	7	7	7	7	5	6	9	8	6	7	7	7	7	7	7	7	7	7	6	7	0	2
JSG37187	37187	9	6	4	6	5	9	9	3	9	9	5	5	7	6	7	8	5	5	4	6	8	8	5	6	6	8	7	5	12	6	8
JSG39515	39515	8	6	7	4	8	8	8	6	8	8	6	7	7	5	5	8	8	3	5	6	9	7	6	6	7	7	7	7	10	4	4
JSG19029	19029	9	6	6	7	5	8	8	3	8	9	5	7	3	6	5	8	7	6	7	7	7	8	6	8	7	6	6	5	9	4	5
JSG09330	9330	8	6	6	6	8	7	7	6	6	6	7	6	7	8	8	6	6	6	9	5	6	6	6	6	6	7	6	6	8	5	6
JSG32762	32762	2	5	8	5	10	6	6	5	11	6	8	7	7	6	5	9	7	6	6	4	8	6	6	9	8	7	7	7	9	1	2
JSG19557	19557	7	6	6	7	5	6	6	7	7	7	7	6	7	6	6	7	7	6	7	7	6	7	5	6	6	7	6	7	9	4	4
JSG03615	3615	6	9	6	7	8	8	6	8	8	7	10	4	6	8	4	7	6	8	5	7	5	6	7	7	5	8	6	7	9	3	3
JSG15225	15225	7	6	7	7	7	6	6	7	7	7	4	7	7	6	6	7	7	5	5	5	7	7	6	6	6	5	6	8	9	5	7
JSG17041	17041	9	3	8	8	9	8	6	6	9	8	6	7	5	6	4	9	5	6	5	6	8	8	3	5	7	7	5	7	8	6	4
JSG40963	40963	6	9	7	7	6	7	6	7	6	6	8	6	6	6	6	7	6	6	6	7	7	7	6	7	8	6	6	6	6	3	6
JSG04111	4111	7	7	7	7	8	8	7	6	8	8	7	5	7	7	6	9	5	7	6	7	8	7	5	5	6	8	6	7	5	2	4
JSG15677	15677	8	5	6	4	8	8	7	5	7	6	7	8	8	7	5	6	6	6	6	7	7	7	7	6	7	7	7	8	10	3	3
JSG29543	29543	5	7	8	5	8	9	8	6	6	5	8	7	6	7	6	6	6	5	8	6	8	5	8	10	6	6	6	9	5	1	2
JSG13588	13588	4	6	5	4	8	4	8	12	7	4	10	8	9	3	5	8	9	4	2	5	11	3	8	7	8	9	8	9	14	0	0
JSG30914	30914	8	7	8	5	9	7	4	5	8	4	7	7	7	7	5	6	8	6	6	7	5	8	4	7	5	9	6	7	7	7	5
JSG09831	9831	6	7	9	8	7	7	8	4	8	7	5	7	8	5	4	9	4	6	6	6	8	8	7	6	5	8	6	8	9	2	2
JSG43198	43198	1	7	8	8	6	7	6	6	9	7	1	8	6	7	7	7	6	8	7	9	8	7	10	3	7	9	9	5	13	0	0
JSG26215	26215	8	7	6	5	6	4	5	8	4	7	8	9	7	4	5	7	8	7	3	4	6	4	9	6	8	5	10	8	10	4	3
JSG30680	30680	6	6	8	5	6	7	7	5	7	8	7	6	6	6	7	7	8	6	6	5	6	7	6	6	7	8	7	8	9	3	4
JSG35910	35910	4	6	8	7	8	4	5	5	8	8	6	8	9	6	7	6	5	7	6	6	9	7	6	8	6	6	6	7	11	1	1
JSG14101	14101	4	7	5	5	5	5	10	10	5	5	10	5	5	7	6	9	7	5	6	8	5	6	9	11	10	5	8	6	5	1	2
JSG43842	43842	6	7	7	5	8	5	6	7	6	5	6	6	6	9	6	5	5	8	7	6	6	6	6	6	8	4	9	8	8	2	5
JSG39281	39281	7	6	8	5	6	5	7	6	7	6	8	6	6	4	5	8	6	4	6	8	10	7	8	10	7	6	8	8	8	2	5
JSG15590	15590	7	7	7	7	6	7	6	7	8	7	9	8	6	6	5	5	6	6	5	5	6	7	6	6	6	8	5	8	6	5	6
JSG29429	29429	8	4	5	6	6	6	6	7	6	7	7	6	6	6	6	9	7	7	6	6	6	5	9	9	8	7	9	7	7	1	1
JSG41097	41097	5	7	9	8	7	9	5	6	8	5	6	8	6	4	6	8	7	6	8	6	7	6	4	6	8	6	8	8	3	2	3
JSG32227	32227	7	5	7	7	7	6	6	8	7	6	6	6	6	6	6	7	7	6	6	4	7	6	7	6	7	8	8	8	6	3	4
JSG32283	32283	7	7	7	6	7	6	7	6	7	8	5	6	6	7	7	9	5	7	7	6	6	8	6	5	7	8	6	8	8	2	1
JSG41727	41727	8	8	5	6	5	7	8	5	7	8	7	4	5	5	4	10	7	7	6	4	5	7	5	9	6	7	11	5	10	3	4
JSG30165	30165	7	5	8	6	6	6	7	6	7	7	7	8	8	6	5	7	6	6	7	5	7	8	6	7	7	6	7	5	6	2	6
JSG08013	8013	6	7	7	7	5	6	6	7	7	7	7	6	6	6	6	7	4	6	6	6	7	6	7	6	7	8	7	8	7	4	5
JSG08989	8989	6	7	7	7	7	7	6	4	7	7	5	6	7	5	7	8	8	6	7	7	9	7	5	6	7	6	6	6	6	3	2
JSG39255	39255	6	7	7	5	8	6	6	6	6	6	6	9	6	7	7	6	6	5	7	4	8	6	6	7	6	6	8	5	7	3	3
JSG37902	37902	7	6	7	7	6	7	7	7	5	7	5	6	7	7	5	7	6	8	6	7	8	6	7	6	5	6	5	7	6	6	9
JSG32733	32733	6	10	5	5	5	10	10	8	4	5	9	5	5	10	9	4	4	3	10	10	6	5	6	11	9	3	6	4	4	1	3
JSG24440	24440	4	6	6	12	5	6	6	6	6	6	6	10	7	6	5	7	6	6	6	6	7	8	5	4	5	8	4	9	11	3	2
JSG13052	13052	1	10	7	3	7	6	7	7	9	4	6	8	8	9	5	10	9	8	8	8	9	4	9	4	5	6	5	8	6	0	0
JSG02614	2614	6	6	6	8	8	5	6	5	6	8	6	7	5	6	5	6	7	5	6	5	6	7	7	6	6	7	5	8	8	5	10
JSG40566	40566	7	6	6	6	8	6	7	7	7	7	6	6	6	7	6	7	5	6	7	6	7	6	6	6	5	6	6	6	8	5	5
JSG33649	33649	5	5	5	7	7	7	10	7	6	6	7	7	6	7	5	7	6	5	7	4	6	7	6	9	7	8	6	8	7	2	4
JSG03445	3445	6	6	6	6	6	5	6	5	6	6	6	7	9	9	6	5	6	6	6	9	6	5	7	7	6	6	5	6	6	7	6
JSG24442	24442	5	7	5	6	7	12	7	5	4	6	6	6	5	10	8	8	6	4	7	3	6	9	6	8	5	6	8	4	10	3	3
JSG08843	8843	8	5	7	7	5	7	6	4	7	6	7	7	7	6	7	7	9	10	5	6	6	6	6	8	6	6	6	5	7	4	5
JSG34042	34042	8	5	7	5	8	6	7	5	7	7	7	7	6	7	5	6	5	6	6	6	5	7	6	8	6	6	5	7	10	3	4
JSG30353	30353	6	9	6	5	5	8	7	6	7	6	9	5	6	7	6	6	4	7	6	7	5	6	7	8	8	6	6	8	5	4	4
JSG15130	15130	11	6	6	6	3	7	8	6	7	6	7	5	2	7	6	8	6	7	5	5	7	8	8	7	7	7	8	6	9	3	2
JSG39224	39224	7	5	5	6	6	7	7	6	7	7	7	5	7	6	5	8	7	7	5	5	7	8	6	7	6	7	4	7	10	5	6
JSG29766	29766	8	4	6	8	7	8	8	4	8	8	6	6	6	4	5	7	4	6	6	6	6	8	8	4	7	8	5	6	9	6	6
JSG30871	30871	9	6	7	6	6	8	8	8	9	8	6	5	7	6	5	7	5	8	7	8	7	7	8	8	5	5	7	5	3	1	0
JSG05897	5897	8	7	7	4	7	6	7	7	7	6	3	6	6	6	3	7	8	6	5	5	6	5	5	6	5	6	7	6	14	5	6
JSG20707	20707	7	6	7	6	7	7	6	6	6	7	6	3	7	6	5	7	7	9	7	8	7	5	5	4	5	8	7	8	10	4	4
JSG21364	21364	10	7	4	5	4	9	8	6	8	9	4	6	5	5	5	8	7	4	6	4	5	9	7	7	5	8	6	7	10	5	5
JSG30672	30672	8	6	6	4	7	7	6	6	7	7	6	7	6	6	5	8	7	8	6	5	7	7	5	7	5	7	6	7	6	4	6
JSG11371	11371	5	6	7	5	7	7	7	7	7	7	5	6	5	7	7	5	6	6	7	7	7	7	7	7	7	6	7	7	8	3	3
JSG32099	32099	7	6	6	7	7	7	7	5	8	7	7	7	4	7	5	7	7	7	5	4	8	6	8	4	5	6	4	5	7	5	5
JSG02429	2429	9	7	6	5	5	8	6	6	8	6	6	6	5	4	6	6	8	3	4	5	7	5	6	6	5	8	6	8	8	7	7
JSG25122	25122	1	9	8	7	6	10	9	4	4	6	8	5	6	9	7	8	7	6	8	5	6	7	7	10	10	7	7	7	0	0	0
JSG37450	37450	6	10	6	6	7	7	8	9	7	6	6	6	6	8	6	8	6	5	6	6	6	5	6	7	6	6	6	5	7	2	3
JSG15689	15689	8	7	6	6	9	7	6	4	6	5	5	7	5	8	7	5	5	6	7	5	6	5	6	9	7	6	7	7	6	4	4
JSG18015	18015	8	8	6	6	6	9	6	6	6	6	6	6	6	6	9	6	6	6	8	5	6	6	5	6	6	6	6	7	9	3	2
JSG06433	6433	7	6	6	5	6	7	6	6	6	7	7	5	6	8	6	5	6	6	7	5	6	5	7	7	6	7	6	7	8	4	5
JSG03923	3923	5	7	7	7	10	5	5	6	7	6	6	7	5	5	6	7	8	4	5	6	5	6	5	9	6	6	5	8	9	3	3
JSG00193	193	9	4	6	6	8	7	7	5	5	6	6	5	5	4	3	14	6	8	3	5	5	4	8	7	9	5	8	5	2	6	9
JSG11345	11345	8	9	6	5	7	7	6	5	7	7	6	5	7	7	6	5	6	8	7	6	6	6	6	6	6	6	6	5	9	3	2
JSG13568	13568	8	7	9	6	6	5	6	4	5	5	4	5	9	8	7	6	6	8	7	6	6	7	4	7	6	6	6	8	10	2	3
JSG00663	663	4	7	6	5	5	8	10	8	7	5	6	7	6	8	8	4	3	5	8	6	8	4	10	10	4	4	7	8	3	3	4
JSG33140	33140	6	6	6	6	5	6	7	7	8	7	4	6	7	6	7	7	6	6	6	7	7	7	5	4	4	7	5	6	14	4	6
JSG18904	18904	5	7	7	6	6	6	6	6	5	6	6	7	6	5	7	6	7	7	7	7	7	6	6	7	6	7	6	7	8	3	2
JSG02288	2288	7	7	7	8	8	6	6	5	6	6	7	7	5	7	5	6	5	6	9	7	6	7	5	6	6	7	7	6	7	2	2
JSG42798	42798	6	6	7	6	6	6	7	4	9	8	8	6	6	5	6	6	4	6	5	6	6	7	7	8	7	7	5	9	10	4	5
JSG06156	6156	7	5	6	7	8	7	6	7	7	7	7	8	7	7	6	7	6	8	7	7	7	6	6	3	7	7	6	7	6	2	4
JSG29024	29024	5	7	7	6	6	6	6	7	6	6	8	8	4	7	7	5	4	6	6	5	6	7	7	7	10	5	9	6	6	4	3
JSG15123	15123	7	7	6	6	7	8	7	8	8	7	5	5	5	5	7	7	5	8	6	4	6	7	6	8	6	7	6	6	8	4	4
JSG20318	20318	7	7	6	7	7	7	7	7	7	7	7	5	7	3	6	7	5	6	7	6	7	6	6	6	7	7	7	8	7	0	0
JSG29818	29818	8	6	6	6	4	8	7	6	6	6	3	7	6	6	7	6	4	5	7	5	7	6	8	4	5	6	5	8	8	7	2
JSG17204	17204	7	6	4	6	7	7	6	5	7	7	6	4	6	7	4	7	6	6	7	9	6	6	6	6	7	6	7	6	11	2	3
JSG01522	1522	7	6	7	6	7	7	8	7	8	8	5	7	5	6	6	5	5	6	6	4	7	8	6	6	6	6	6	5	7	5	9
JSG18327	18327	5	6	7	6	7	5	7	6	6	7	6	7	7	5	5	6	10	5	6	8	7	7	5	7	5	7	5	5	7	5	2
JSG28899	28899	5	9	9	8	8	6	7	6	5	10	2	7	8	7	7	9	9	5	5	5	9	5	5	5	6	6	6	3	4	2	2
JSG29425	29425	6	6	6	7	6	4	8	7	4	3	7	3	7	10	7	4	6	7	6	8	5	5	10	8	10	4	8	5	5	4	2
JSG00812	812	7	7	5	5	6	6	6	6	7	7	4	5	6	5	6	6	7	6	6	5	6	7	6	7	6	7	6	7	11	5	4
JSG25444	25444	7	7	6	7	4	7	7	7	7	7	7	7	5	6	7	6	6	6	6	6	6	7	7	6	7	7	7	7	6	2	3
JSG42650	42650	5	5	9	5	8	4	6	5	7	5	4	7	6	8	5	9	9	7	7	3	7	5	3	9	4	6	8	7	10	5	2
JSG12143	12143	5	6	6	5	4	5	7	4	6	6	7	7	6	4	6	6	5	4	6	4	7	7	9	8	7	4	8	6	7	9	10
