Desc	Family ID	FRAX00	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33	Mguttatus	Oeuropea	Slycopersicum
OG0018325	18325	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0
OG0013008	13008	2	1	2	0	0	1	1	1	1	1	1	2	1	1	0	1	1	0	1	1	2	1	1	1	1	0	1	1	1	1	2
OG0004966	4966	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	3	2	2	1	2	1
OG0016039	16039	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
OG0019106	19106	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0
OG0003996	3996	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4
OG0006377	6377	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	1
OG0020100	20100	2	1	0	0	0	1	0	0	0	0	0	0	0	1	2	1	2	0	1	0	0	1	0	0	0	1	0	0	1	1	0
OG0005997	5997	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	2	1	1	1
OG0017919	17919	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0019814	19814	1	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	2	0	1	0	0	0	0
OG0022187	22187	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
OG0008350	8350	1	1	2	2	2	1	1	1	2	2	1	2	2	1	2	2	2	2	1	1	2	2	1	0	2	2	2	2	1	2	1
OG0003058	3058	2	2	3	2	3	2	3	2	2	2	2	2	2	3	2	2	3	4	2	2	2	2	3	2	2	2	2	3	1	1	1
OG0016515	16515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3
OG0019367	19367	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1
OG0015671	15671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0012913	12913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1
OG0026894	26894	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0018719	18719	2	1	3	0	1	1	1	0	1	0	1	3	0	2	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0
OG0015734	15734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0
OG0007851	7851	1	3	0	1	1	2	2	2	0	1	2	2	1	3	1	3	1	2	3	4	0	1	1	3	2	3	1	4	0	2	0
OG0010606	10606	2	0	1	1	1	2	1	1	2	2	2	1	1	1	1	3	0	2	1	0	2	1	2	1	1	1	1	1	1	2	2
OG0024785	24785	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0011799	11799	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
OG0004464	4464	1	1	1	3	1	1	3	2	2	3	2	3	4	1	1	2	2	1	2	1	3	2	2	3	3	2	4	2	0	1	0
OG0010890	10890	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
OG0021657	21657	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0
OG0017361	17361	1	1	1	1	2	0	0	1	0	2	1	1	1	1	3	0	2	0	1	0	1	1	1	1	1	0	1	0	0	0	0
OG0025358	25358	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0028102	28102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OG0003125	3125	1	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	3	2	3	4	2	1	1	2	2	2	2	9	3	0
OG0017883	17883	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1
OG0010512	10512	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1
OG0011381	11381	1	1	1	1	2	1	2	1	2	2	1	0	0	1	1	1	1	1	2	1	1	1	0	1	1	2	2	1	1	1	4
OG0026940	26940	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0016491	16491	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
OG0000261	261	7	5	5	6	7	6	6	3	6	6	4	6	4	6	4	5	5	6	6	6	5	5	4	5	6	5	6	6	2	5	2
OG0010852	10852	2	2	1	1	1	2	2	1	2	2	1	0	1	1	0	0	1	1	0	1	2	1	2	1	2	1	1	2	1	2	2
OG0004752	4752	1	2	2	2	3	1	1	1	3	2	2	2	3	1	2	2	2	3	2	2	3	2	2	4	2	2	1	2	0	3	0
OG0016836	16836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1
OG0013062	13062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
OG0009371	9371	2	2	1	1	1	2	1	0	2	2	2	0	2	1	2	2	2	1	1	1	2	2	2	1	2	2	2	1	3	2	2
OG0026834	26834	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0018334	18334	1	1	4	1	1	0	0	1	1	0	1	0	2	0	1	0	0	1	0	0	0	1	1	1	1	2	0	0	0	0	1
OG0021385	21385	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0
OG0001342	1342	3	3	4	4	4	3	4	4	4	4	3	4	3	3	2	2	2	2	2	2	4	4	3	3	3	4	2	4	2	4	1
OG0000262	262	6	6	6	6	7	5	6	6	4	6	5	5	4	6	4	6	5	5	5	4	6	6	6	6	4	6	5	5	1	3	1
OG0017706	17706	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	2	1	2	0	1	1	1
OG0025316	25316	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0014333	14333	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
OG0002251	2251	2	4	2	2	2	6	2	4	3	2	4	2	2	4	3	3	1	2	4	3	2	2	3	4	2	3	3	2	1	2	1
OG0004158	4158	3	2	1	2	2	2	3	4	2	1	3	1	2	2	2	3	2	2	2	1	1	1	2	2	2	2	2	4	1	4	1
OG0023439	23439	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0007860	7860	2	2	2	2	3	1	2	2	2	1	1	1	1	1	2	2	0	2	1	1	2	2	2	2	2	2	2	2	1	1	1
OG0018705	18705	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0
OG0016784	16784	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
OG0003018	3018	2	1	2	3	2	2	3	2	3	3	4	2	2	2	3	3	3	2	2	3	2	3	2	3	3	1	3	2	2	2	1
OG0010611	10611	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	0	2	1	1	2	5	1
OG0011272	11272	2	1	1	2	0	2	2	2	1	1	1	2	0	1	1	0	1	1	1	1	1	2	2	0	0	1	1	1	1	1	3
OG0027669	27669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0014964	14964	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	2	1	2
OG0015799	15799	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0010667	10667	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	2	2
OG0014265	14265	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	2
OG0019885	19885	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	3	1	2	1	1	1	0	0	0
OG0025414	25414	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OG0011377	11377	1	1	1	1	2	2	1	1	1	1	1	1	1	1	0	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1
OG0019449	19449	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1
OG0013687	13687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	2	2	1
OG0015420	15420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
OG0004227	4227	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	3	1
OG0016902	16902	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0
OG0026497	26497	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0024432	24432	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OG0024772	24772	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0000204	204	1	5	8	4	7	3	7	2	10	7	4	8	6	4	6	9	9	9	5	4	8	8	7	6	6	8	5	6	0	1	0
OG0017059	17059	0	2	0	4	0	2	2	0	0	2	1	0	0	1	0	3	0	0	1	2	0	3	1	2	2	0	1	0	0	0	0
OG0020929	20929	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OG0016966	16966	2	2	0	0	0	2	2	1	2	2	0	0	0	1	0	2	0	1	0	0	1	1	1	0	0	2	1	1	1	2	2
OG0018272	18272	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1
OG0019773	19773	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	2	1	1	1	1	0	0	0
OG0026108	26108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0016526	16526	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	2	0
OG0012892	12892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	2	1
OG0017895	17895	1	1	0	1	0	1	2	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	2	1
OG0016407	16407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0
OG0001386	1386	3	4	3	5	4	3	3	2	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	4	4	1	3	1
OG0004504	4504	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1
OG0021847	21847	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OG0016049	16049	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0001466	1466	4	3	4	3	5	3	3	3	4	3	3	4	3	3	3	4	3	3	3	3	3	4	3	3	3	2	2	3	1	2	1
OG0006546	6546	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	3	1
OG0006926	6926	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	3	2	2	2	2	1	2	2	2	0	2	0
OG0019300	19300	2	0	0	0	0	1	2	0	1	0	3	0	0	1	0	1	0	0	0	0	1	1	3	1	1	0	0	0	0	1	0
OG0006669	6669	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	2	2	2	3	2	2	2	2	2	2	1	1	1
OG0018454	18454	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0011228	11228	1	1	1	2	1	1	1	1	3	2	1	1	1	0	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1
OG0002190	2190	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	2	2	3	2	3	3	3	3	3	3	1	3	1
OG0009546	9546	2	2	2	2	0	2	2	1	2	2	2	1	0	2	1	2	0	0	1	1	1	2	2	2	2	2	2	1	2	2	2
OG0018345	18345	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0
OG0013927	13927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0013895	13895	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0028273	28273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0017586	17586	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0
OG0014975	14975	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	2	1	0	1	0
OG0003469	3469	1	1	4	2	4	0	1	3	1	1	2	5	4	1	2	2	2	2	2	3	5	3	1	4	2	0	3	5	0	0	0
OG0005549	5549	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	3	1
OG0023747	23747	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
OG0018247	18247	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0
OG0018586	18586	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0
OG0001560	1560	3	3	1	3	1	4	2	3	2	3	3	1	3	4	4	1	2	2	4	3	3	2	5	2	2	4	3	2	5	1	9
OG0009084	9084	3	1	2	2	2	2	1	1	2	2	1	2	2	2	1	2	2	1	1	0	2	2	1	1	1	2	0	2	1	3	1
OG0010230	10230	1	1	1	2	2	0	2	2	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	0	3	0
OG0024976	24976	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OG0024623	24623	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0020037	20037	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1
OG0025165	25165	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OG0020887	20887	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0
OG0013066	13066	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	2	0
OG0020801	20801	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0
OG0017340	17340	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0002466	2466	3	3	3	1	3	3	3	2	3	3	2	2	2	2	2	3	3	3	2	3	3	2	3	3	2	3	2	3	2	5	2
OG0008253	8253	2	2	2	2	2	2	2	2	2	2	0	2	1	2	2	2	2	2	2	1	2	2	2	0	1	2	2	2	0	2	1
OG0017994	17994	1	0	1	0	2	1	0	1	1	0	2	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	2	0	3	1	1
OG0021916	21916	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0012805	12805	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
OG0020837	20837	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	1	0	0	0	0
OG0022366	22366	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0013201	13201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0015916	15916	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0014739	14739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0009651	9651	2	1	2	1	1	2	2	1	2	2	1	2	2	1	2	1	1	2	2	1	2	0	1	2	1	1	1	2	1	3	1
OG0004508	4508	2	2	2	3	2	2	1	2	2	1	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	1	2	0
OG0012329	12329	1	2	1	1	1	1	2	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1
OG0011447	11447	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2
OG0000708	708	4	4	4	2	3	4	3	4	4	5	3	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	3	3	7	2	4
OG0007233	7233	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	0	1	2	2	2	2	1	2	1	1	1	1
OG0017840	17840	0	0	1	1	1	1	1	1	1	2	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	2
OG0007017	7017	3	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	1	2	0	2	3	2	2	0	2	1
OG0014908	14908	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	1	2
OG0017792	17792	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1
OG0009806	9806	1	2	1	2	2	1	2	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	1	2	3	2	2
OG0021305	21305	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OG0002464	2464	3	2	4	2	4	2	1	3	3	3	2	2	4	1	1	2	1	4	3	2	3	3	3	3	2	3	3	2	2	4	1
OG0005001	5001	3	3	0	2	2	3	3	1	3	3	1	2	2	2	2	2	1	1	3	1	2	1	2	2	1	3	1	2	1	3	1
OG0018031	18031	1	1	1	0	0	1	0	2	0	0	1	1	1	1	0	2	0	1	1	0	3	0	1	1	1	0	0	1	0	4	0
OG0010578	10578	1	1	1	2	0	1	0	2	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	2	3	0
OG0014784	14784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0
OG0009477	9477	2	1	1	1	2	0	1	2	1	1	1	2	2	4	0	0	2	3	1	0	0	2	4	1	2	2	5	0	0	0	1
OG0028262	28262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0020575	20575	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0
OG0026916	26916	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0006140	6140	2	2	2	1	1	2	2	3	2	2	1	2	1	1	4	2	2	3	2	1	1	2	1	2	2	2	2	1	1	4	1
OG0017484	17484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1
OG0003905	3905	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	3	2	1	2	2	3	2	2	2	2	1	2	2	1	2	5
OG0003454	3454	2	3	3	3	3	2	2	4	1	0	1	4	2	2	1	3	4	3	2	1	1	1	2	3	1	1	4	2	0	0	0
OG0023447	23447	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0017940	17940	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1
OG0006401	6401	1	3	1	2	2	2	2	2	1	2	2	2	2	1	1	2	3	2	2	2	2	3	2	3	2	2	2	2	0	1	0
OG0011088	11088	1	1	0	1	1	1	2	2	1	1	2	1	1	1	0	1	1	1	2	1	2	1	1	2	2	2	3	2	1	1	1
OG0013304	13304	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0024593	24593	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OG0018457	18457	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
OG0016651	16651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0
OG0022012	22012	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OG0005984	5984	1	3	3	1	1	1	1	2	3	1	1	4	3	2	2	1	1	2	2	1	2	1	4	1	1	1	4	3	1	1	1
OG0022991	22991	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0025854	25854	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0019251	19251	0	3	0	0	0	2	1	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	2	1	0	1	1	0	0	0
OG0009283	9283	2	2	1	2	1	2	2	2	2	2	2	3	1	1	1	2	1	2	1	0	1	0	3	1	2	1	1	0	2	2	2
OG0007422	7422	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	2	2	2	1	2	1	2	2	2	1	2	2	2
OG0014610	14610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0010192	10192	0	1	2	2	1	1	2	0	2	2	2	2	2	1	2	2	1	2	1	2	2	2	1	1	2	2	1	1	0	0	0
OG0002544	2544	3	2	4	3	2	3	3	2	3	3	2	3	2	2	1	2	3	2	1	4	3	3	3	2	1	3	2	3	1	3	2
OG0003442	3442	4	2	1	3	3	4	4	1	4	4	2	3	1	1	0	3	0	2	1	4	2	1	0	2	1	3	2	3	1	4	2
OG0001344	1344	4	4	3	3	4	4	4	4	4	4	4	4	3	1	2	4	0	3	4	3	3	4	1	3	3	4	3	3	2	4	2
OG0025594	25594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
OG0011357	11357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	5
OG0014180	14180	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0003118	3118	3	4	2	2	2	3	4	3	2	2	3	2	2	4	2	1	1	2	3	2	2	2	2	3	2	2	3	2	1	0	2
OG0010817	10817	2	2	1	1	1	1	1	0	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	3	1
OG0025123	25123	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0000327	327	5	5	6	5	4	5	5	5	5	5	5	5	6	4	4	5	5	4	5	6	5	6	3	6	5	5	4	5	2	5	2
OG0026567	26567	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0027874	27874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OG0016475	16475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
OG0010674	10674	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	2	1	0	1	2	1	1	2	2	1	2	1	1	1	1	0
OG0013109	13109	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
OG0019040	19040	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1
OG0006238	6238	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	1	1	1
OG0013735	13735	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1
OG0026962	26962	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0012455	12455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
