Desc	Family ID	FRAX00	FRAX01	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33	Mguttatus	Oeuropea	Slycopersicum
OG0025612	25612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
OG0000672	672	3	4	4	4	5	3	3	5	4	3	4	4	7	1	3	4	5	5	3	4	6	3	4	4	4	5	4	5	4	5	2
OG0021832	21832	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
OG0013976	13976	1	1	1	2	2	1	2	0	2	2	0	0	1	0	0	1	2	0	1	1	1	0	2	1	1	0	1	2	2	1	2
OG0014067	14067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009495	9495	2	2	1	2	1	2	1	2	1	2	0	1	1	2	2	1	2	2	2	2	1	2	2	2	1	1	1	2	1	1	0
OG0008334	8334	2	1	1	2	2	3	2	2	2	2	1	2	1	1	0	1	1	3	0	1	2	2	2	2	1	2	1	2	2	4	2
OG0001330	1330	2	4	5	4	5	4	2	2	3	3	2	5	2	3	3	3	3	3	5	2	4	4	3	2	3	3	2	4	1	3	1
OG0003549	3549	2	2	2	2	2	2	2	2	2	2	4	2	3	2	2	2	2	1	2	4	3	2	2	2	3	2	2	2	0	2	0
OG0016141	16141	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0019916	19916	0	0	0	0	2	1	0	1	0	0	0	2	2	2	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0
OG0023997	23997	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
OG0021845	21845	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
OG0025348	25348	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005937	5937	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1
OG0014449	14449	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
OG0005674	5674	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	1	2	2	2	2	1	2	2
OG0009043	9043	2	1	1	1	2	1	2	2	2	2	1	1	1	1	0	2	0	1	1	1	2	2	2	2	2	2	2	2	2	3	2
OG0006759	6759	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	1	2	1	2	2	2	1	2	2	1	2	3
OG0008700	8700	2	0	1	0	2	2	1	2	2	2	2	2	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2
OG0026990	26990	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0002906	2906	3	3	3	1	2	2	2	1	3	3	2	4	3	2	2	4	2	2	2	3	3	1	2	1	1	3	1	4	1	3	2
OG0003291	3291	2	2	2	1	2	3	3	2	3	2	2	2	3	3	2	2	2	3	2	2	2	3	2	2	2	3	2	2	1	3	2
OG0010248	10248	2	2	1	1	2	2	1	0	2	1	2	1	2	1	1	2	1	1	1	2	2	2	1	0	1	2	1	1	1	2	1
OG0025488	25488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OG0017631	17631	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0
OG0018506	18506	2	1	1	0	2	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0
OG0027545	27545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0006155	6155	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2
OG0017981	17981	1	1	1	1	1	1	2	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0
OG0009859	9859	2	2	0	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	1	1	1	2	2	1	2	2	0	1	0	1	0
OG0014482	14482	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0003008	3008	3	3	2	3	2	3	3	3	2	2	3	2	2	1	1	1	3	3	3	3	3	3	3	2	3	2	1	2	1	3	0
OG0013995	13995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	3	1
OG0021442	21442	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OG0015509	15509	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3
OG0009324	9324	1	1	1	1	1	1	3	3	1	1	2	1	2	1	1	1	1	1	1	1	1	1	4	3	4	1	3	1	1	2	1
OG0003601	3601	1	2	2	1	3	2	2	2	2	2	4	2	3	2	2	3	2	2	3	2	2	2	1	3	3	2	2	2	1	3	2
OG0008813	8813	2	2	2	2	2	2	1	2	2	2	2	2	2	0	2	2	1	2	1	0	2	1	2	2	2	1	1	2	1	2	1
OG0008301	8301	2	1	2	2	2	1	2	1	2	2	2	2	2	1	1	2	2	2	1	2	2	2	1	2	1	1	1	2	1	4	0
OG0020153	20153	2	1	0	0	0	2	2	1	0	0	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0015558	15558	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0015638	15638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
OG0009675	9675	2	2	2	2	1	2	1	0	1	2	2	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	3	1
OG0010127	10127	1	1	1	2	1	2	0	1	2	2	1	2	1	1	1	2	2	1	2	1	2	2	1	1	0	2	1	2	0	4	1
OG0025302	25302	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0018851	18851	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	2	0	1	0	1	0
OG0020004	20004	1	0	0	1	1	0	1	2	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	2	1	0	0	0	0
OG0004377	4377	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	3	2
OG0021928	21928	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OG0018907	18907	2	0	0	1	0	0	1	1	0	1	0	2	0	0	0	1	0	1	0	2	0	1	2	1	1	0	1	0	1	2	1
OG0007669	7669	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	1	2	1	1	2	2	2	1	1	1	2	2	1	1	3
OG0002903	2903	3	3	1	3	2	2	2	2	3	3	1	2	2	3	2	3	3	3	3	3	2	3	1	1	2	3	3	3	2	4	2
OG0010773	10773	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1
OG0006345	6345	2	3	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	0	2	1	2	2	2	2	2	2	1	1	2	3	2
OG0024722	24722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OG0008033	8033	2	1	3	2	3	2	3	2	2	2	1	2	2	1	0	2	3	1	1	2	1	2	1	3	1	1	1	1	1	1	1
OG0004027	4027	2	2	2	2	2	1	2	2	2	2	2	2	3	2	0	2	3	3	2	3	2	1	2	2	2	2	2	2	2	3	1
OG0016337	16337	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
OG0015311	15311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0008224	8224	2	1	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	1	2	2	0	2	1	2	1
OG0006600	6600	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	1	1	2	2	1	2	2	1
OG0004698	4698	3	3	2	2	1	2	3	2	3	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	4	1
OG0008787	8787	2	1	1	2	2	2	2	0	2	2	2	2	2	1	2	2	1	1	2	2	1	1	0	1	2	2	2	2	1	3	1
OG0005048	5048	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	3	1
OG0007015	7015	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2
OG0013186	13186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0019232	19232	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	2
OG0006919	6919	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	1	2	2	2	2	1	2	3
OG0027075	27075	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002036	2036	3	3	2	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	2	2	3	3	4	3	3	3	3	1	3	2
OG0012164	12164	2	1	1	1	2	1	1	1	1	2	0	1	1	1	1	1	0	2	0	2	1	1	1	2	0	0	1	1	1	1	0
OG0022783	22783	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
OG0027715	27715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0013438	13438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0
OG0012942	12942	1	1	1	1	1	1	1	1	1	2	1	2	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	7	1
OG0022237	22237	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0012109	12109	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1
OG0013150	13150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0014104	14104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0025461	25461	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0010178	10178	2	1	2	2	3	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	3
OG0009523	9523	2	3	1	2	0	2	2	2	0	2	2	0	0	2	1	2	2	1	2	0	1	1	2	2	2	2	2	0	1	3	1
OG0008442	8442	1	1	1	2	1	1	2	2	2	2	1	2	3	1	1	2	2	2	1	1	1	2	1	2	2	2	2	2	1	1	3
OG0024775	24775	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0004409	4409	1	2	3	1	5	2	1	1	1	0	1	5	5	2	2	2	1	1	4	1	1	1	1	3	1	2	2	4	3	2	0
OG0003852	3852	2	3	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	2	3	2	2	3	2	2	1	2	2	2	1	2	1
OG0018026	18026	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
OG0003750	3750	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	3	1	2	2	2	3	2	2	2	2	2	2	1	1	1
OG0012050	12050	1	1	2	1	2	1	1	1	2	2	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	2	0	3	0
OG0018001	18001	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1
OG0003545	3545	2	2	3	2	2	2	2	2	3	3	2	2	2	1	2	2	2	2	2	2	2	2	2	3	3	2	3	2	1	2	1
OG0003351	3351	3	2	3	2	3	3	3	2	3	3	1	2	3	1	1	3	1	1	2	1	2	3	2	2	2	3	1	3	2	3	1
OG0000109	109	8	5	7	9	7	6	7	6	8	8	6	4	5	4	6	10	8	8	5	6	7	7	7	6	6	8	7	8	5	10	4
OG0022530	22530	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
OG0012163	12163	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	3
OG0013492	13492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001804	1804	2	4	3	3	3	3	3	2	2	3	3	4	2	3	3	3	3	3	3	3	4	2	3	3	2	3	3	3	2	3	1
OG0001267	1267	3	4	2	4	4	3	3	3	4	4	3	4	4	3	4	3	2	3	3	3	4	4	2	3	3	3	3	4	2	3	2
OG0023365	23365	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OG0021883	21883	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
OG0020084	20084	0	0	0	0	1	0	0	0	0	0	2	1	1	2	0	2	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0
OG0004447	4447	1	2	1	3	2	1	2	3	1	1	1	3	1	3	2	1	1	2	3	2	1	3	2	4	1	2	1	3	2	1	3
OG0006039	6039	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	0	2	0
OG0020098	20098	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0
OG0028308	28308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0004877	4877	2	2	2	2	2	2	2	1	3	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2
OG0019481	19481	1	2	0	1	0	1	1	0	0	0	1	1	1	4	1	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0
OG0015313	15313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0021104	21104	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
OG0004309	4309	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0017093	17093	1	1	1	1	2	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	3	1
OG0020776	20776	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0
OG0012317	12317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
OG0017447	17447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0
OG0027321	27321	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0025736	25736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OG0011889	11889	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1
OG0003878	3878	3	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	3	2	2	2	2	3	3	1
OG0009869	9869	1	1	1	0	2	2	4	1	2	0	1	2	2	1	1	1	1	1	1	1	2	1	2	6	2	1	2	1	0	0	0
OG0009415	9415	1	2	1	1	2	2	2	2	2	1	2	2	1	3	2	2	1	0	2	2	1	1	1	2	1	2	2	1	0	3	0
OG0002237	2237	1	2	5	1	6	4	4	3	4	1	3	4	3	3	2	0	0	3	3	0	4	1	1	5	2	2	6	3	0	2	0
OG0013580	13580	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0024534	24534	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0001907	1907	3	3	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	3	3	3	3	2	3	2	3	3	2	3	2	3	5
OG0006405	6405	2	2	2	2	2	2	0	2	2	2	3	2	2	2	2	3	1	3	2	1	2	2	1	1	2	2	2	1	1	2	1
OG0019228	19228	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0
OG0026869	26869	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OG0016915	16915	2	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	3	0
OG0005546	5546	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	5	1
OG0027926	27926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OG0004160	4160	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0025911	25911	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0002239	2239	4	2	2	3	2	5	2	1	2	2	2	2	2	1	5	2	2	2	3	2	2	2	3	3	3	3	3	3	5	3	4
OG0018842	18842	1	0	0	1	0	1	1	1	2	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	2	1	1
OG0011711	11711	2	1	1	1	1	1	1	2	1	1	3	0	0	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1
OG0000852	852	4	3	4	4	3	4	4	4	4	4	4	4	4	3	3	4	3	4	3	4	4	4	4	4	4	3	4	4	1	4	1
OG0021568	21568	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
OG0011046	11046	1	2	1	1	0	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1
OG0011784	11784	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	0
OG0005253	5253	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	2	3	2
OG0002637	2637	3	2	3	2	2	3	3	2	3	2	1	3	3	3	3	3	3	2	2	3	3	3	3	2	2	3	2	3	1	3	1
OG0009573	9573	2	2	1	1	2	2	1	2	2	1	1	2	2	2	2	2	1	1	1	2	2	2	1	1	2	2	1	1	1	2	1
OG0025142	25142	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0010828	10828	2	4	0	0	0	3	6	1	0	0	3	0	0	1	2	0	0	0	2	2	0	0	3	5	2	0	2	0	0	0	0
OG0019658	19658	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	1	2
OG0000542	542	5	5	3	5	5	5	5	5	4	5	4	4	4	1	4	5	4	4	4	4	4	4	5	4	5	5	5	5	0	5	0
OG0005749	5749	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1
OG0016630	16630	3	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	2
OG0023564	23564	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0014512	14512	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	2	1
OG0012247	12247	1	1	2	1	0	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	2	0
OG0001554	1554	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	5	2
OG0012768	12768	1	0	1	1	1	1	2	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	2	0	2	1	2	3	3
OG0003985	3985	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
OG0019293	19293	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	2	1	1	0	1	0	1	0
OG0003680	3680	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	1	3	2
OG0024608	24608	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OG0009425	9425	2	2	0	2	1	1	2	2	2	2	2	1	1	2	2	2	1	2	1	1	2	1	2	1	2	2	2	1	1	2	1
OG0022424	22424	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0004906	4906	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1
OG0013781	13781	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0017913	17913	2	1	1	0	1	1	1	0	2	1	0	1	1	0	0	1	1	1	1	0	2	0	0	0	0	2	0	1	1	2	1
OG0026062	26062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0011870	11870	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	2	1	3	1
OG0024133	24133	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
OG0021556	21556	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1
OG0015996	15996	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0000237	237	6	6	6	6	4	5	4	5	6	6	4	6	6	5	6	6	5	5	5	6	5	6	4	5	5	6	5	6	2	7	2
OG0000682	682	4	3	4	4	4	4	4	4	4	4	4	4	4	3	3	4	3	4	3	5	4	2	4	5	4	4	4	4	6	4	3
OG0015701	15701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
OG0004144	4144	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3
OG0011771	11771	1	1	1	2	0	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	2
OG0008870	8870	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	2	1	2	1	2	2	2	2	1	2	1	2	2	1	2	2
OG0024087	24087	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
OG0018517	18517	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0
OG0001643	1643	4	3	4	4	3	4	3	3	4	4	2	4	2	2	2	2	2	4	2	2	4	3	2	3	2	4	4	3	3	4	0
OG0010162	10162	2	1	0	2	2	1	2	1	2	2	2	1	1	1	1	1	1	1	0	1	2	2	3	2	1	2	2	2	1	2	1
OG0008028	8028	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	1	2	0	2	1
OG0020362	20362	1	2	0	0	1	0	1	0	0	0	1	1	1	1	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OG0009434	9434	2	2	2	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1
OG0003931	3931	3	1	1	1	2	1	6	4	2	1	3	1	2	1	1	3	1	4	1	2	2	2	3	3	2	1	2	4	1	1	1
OG0025860	25860	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0012754	12754	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0015203	15203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0
OG0013429	13429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2
OG0013312	13312	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
OG0027341	27341	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0003873	3873	2	2	2	2	2	3	1	3	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	0	4	0
OG0010403	10403	3	0	2	0	1	2	2	2	2	2	1	1	1	1	0	2	1	1	1	0	2	1	2	1	1	2	2	1	1	2	1
OG0014699	14699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0014733	14733	1	1	1	1	0	1	1	1	1	2	1	0	0	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	0
OG0010908	10908	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	0	0	1	1	0	2	1	1	2	1	1	3	1
OG0010835	10835	1	2	1	2	1	1	1	0	2	2	1	2	1	1	1	0	0	1	1	1	2	2	2	1	1	1	1	2	2	1	4
