Desc	Family ID	FRAX00	FRAX01	FRAX02	FRAX03	FRAX04	FRAX05	FRAX06	FRAX07	FRAX08	FRAX09	FRAX11	FRAX12	FRAX13	FRAX14	FRAX15	FRAX16	FRAX19	FRAX20	FRAX21	FRAX23	FRAX25	FRAX26	FRAX27	FRAX28	FRAX29	FRAX30	FRAX31	FRAX32	FRAX33	FRAX34	Mguttatus	Oeuropea	Slycopersicum
OG0004175	4175	1	3	6	1	0	1	2	2	2	2	0	3	2	1	5	3	2	1	1	4	4	4	1	3	4	1	1	2	1	3	0	0	0
OG0004176	4176	2	3	1	3	2	3	2	2	1	2	2	2	2	2	1	1	2	3	2	3	2	3	2	2	2	2	2	2	2	1	2	2	1
OG0004177	4177	2	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	5	2	3
OG0004178	4178	3	1	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	6	2
OG0004179	4179	2	2	4	2	2	1	2	1	1	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	3	1
OG0004180	4180	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	1	2	1	1	3	2	2	2	2	2	1	2	2	2	2	2	2	2
OG0004181	4181	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004182	4182	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
OG0004183	4183	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	4	1
OG0004184	4184	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	2	2	1	3	1
OG0004185	4185	2	2	3	3	2	3	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	4	1
OG0004186	4186	1	3	3	3	3	2	2	2	2	2	3	2	3	2	2	3	1	1	2	2	2	1	3	3	2	2	2	3	2	2	0	0	0
OG0004187	4187	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2
OG0004188	4188	2	2	2	2	2	2	1	3	1	2	2	3	2	3	2	2	3	2	1	2	0	2	2	2	3	2	2	2	1	2	2	3	2
OG0004189	4189	2	2	1	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	0	2	1
OG0004190	4190	1	1	3	2	2	2	2	3	2	1	2	3	2	1	1	1	3	2	3	2	2	1	2	3	3	3	2	3	2	2	1	2	1
OG0004191	4191	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2
OG0004192	4192	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0004193	4193	2	2	3	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	2	3	3	3	1	3	2	2	1	4	1
OG0004194	4194	2	2	2	2	2	2	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	8	2	1
OG0004195	4195	2	2	1	1	2	1	2	2	1	3	2	2	2	1	2	2	3	3	1	1	2	2	2	3	2	2	3	3	3	2	2	2	2
OG0004196	4196	1	2	3	2	1	2	1	2	2	2	1	5	2	2	3	2	3	2	3	2	3	2	1	2	2	3	2	2	1	2	2	1	0
OG0004197	4197	3	1	1	2	3	3	3	3	2	3	2	2	2	2	1	0	3	3	1	1	1	3	2	3	2	2	1	1	3	2	1	2	2
OG0004198	4198	3	3	1	2	2	2	2	2	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
OG0004199	4199	1	2	4	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	5	1
OG0004200	4200	2	2	2	3	2	1	3	3	2	3	3	2	2	2	1	0	2	2	3	1	1	3	2	1	2	1	2	3	3	2	2	2	1
OG0004201	4201	2	1	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	3	2	2	2	2	3	3	2	2	2	2	2	1	1	1
OG0004202	4202	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	4	2
OG0004203	4203	2	2	2	3	2	3	2	2	1	3	2	3	3	2	2	1	2	3	2	2	2	1	2	2	2	2	2	2	3	1	0	3	0
OG0004204	4204	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	1	3	1
OG0004205	4205	2	2	3	6	0	4	2	2	2	1	1	1	2	5	3	2	1	0	1	3	2	1	1	2	3	2	2	1	1	3	1	2	2
OG0004206	4206	1	2	2	2	3	2	1	1	3	0	3	2	2	2	3	3	3	2	1	2	1	2	3	3	3	2	2	2	2	3	0	3	0
OG0004207	4207	2	2	3	3	1	4	2	2	2	3	2	2	3	1	2	1	2	1	2	2	1	2	2	2	2	2	2	3	1	2	1	3	1
OG0004208	4208	2	2	2	3	2	2	2	3	2	4	2	2	1	2	2	1	4	2	2	2	2	2	1	2	3	2	2	2	2	1	0	3	0
OG0004209	4209	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1
OG0004210	4210	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2
OG0004211	4211	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004212	4212	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1
OG0004213	4213	2	1	8	4	1	3	0	1	4	1	0	0	4	3	1	3	0	3	2	1	2	4	3	2	4	1	1	1	1	3	0	0	2
OG0004214	4214	3	2	4	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	3	2	2	1	2	2	3	2	2	1	2
OG0004215	4215	2	2	3	2	2	2	2	2	1	1	2	2	2	1	2	2	3	3	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2
OG0004216	4216	2	2	3	2	3	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	3	2	2	2	2	2	2	2	1	3	2
OG0004217	4217	1	2	2	4	3	2	2	2	1	2	2	1	3	3	2	1	3	1	1	3	0	3	4	3	2	2	1	2	1	3	1	0	3
OG0004218	4218	2	3	4	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1
OG0004219	4219	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	0	1	2
OG0004220	4220	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	1	1
OG0004221	4221	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004222	4222	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0004223	4223	3	3	1	3	1	1	1	1	1	1	2	4	1	1	1	1	5	1	5	4	5	1	2	1	2	1	1	1	1	2	3	2	3
OG0004224	4224	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1
OG0004225	4225	2	2	3	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	2	1
OG0004226	4226	1	2	3	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2
OG0004227	4227	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0004228	4228	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	1
OG0004229	4229	2	3	1	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	1	6	2	1	2	2	2	0	1	0
OG0004230	4230	2	2	3	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1
OG0004231	4231	3	2	2	2	2	2	2	2	1	3	3	2	2	2	2	2	3	2	2	2	1	2	2	2	2	2	3	1	2	1	1	3	1
OG0004232	4232	2	3	3	0	1	4	1	2	3	2	0	4	3	6	5	1	0	0	1	4	2	6	3	2	2	1	0	2	1	1	1	0	0
OG0004233	4233	2	2	4	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1
OG0004234	4234	2	1	4	1	1	1	1	5	4	1	1	4	1	1	2	1	1	1	1	3	2	1	2	4	4	5	1	4	1	1	1	3	0
OG0004235	4235	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	2
OG0004236	4236	1	1	3	2	2	2	2	2	2	3	2	2	2	2	2	1	3	1	2	2	2	2	2	2	3	2	2	1	2	2	1	1	5
OG0004237	4237	1	1	5	3	2	2	0	2	1	0	0	2	2	5	4	3	0	5	3	4	2	2	0	3	2	2	3	2	3	2	0	0	0
OG0004238	4238	1	1	5	1	3	2	0	1	3	0	1	3	1	1	3	0	0	5	1	2	3	1	4	3	6	3	4	1	1	3	0	1	2
OG0004239	4239	3	2	3	2	2	3	2	0	2	3	3	0	2	3	2	1	2	1	4	2	1	2	3	1	1	1	4	1	1	2	0	6	1
OG0004240	4240	0	4	4	2	0	2	3	2	2	2	2	2	2	2	2	3	3	1	2	3	4	2	3	2	2	2	3	2	2	1	0	0	0
OG0004241	4241	0	3	2	3	2	3	0	0	4	0	0	4	3	3	2	4	0	1	4	5	4	5	3	0	5	1	0	2	0	3	0	0	0
OG0004242	4242	2	2	2	2	2	2	1	3	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	0
OG0004243	4243	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1
OG0004244	4244	2	2	3	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	3	2	2	2	3	1	2	2	2	1	2	2	1
OG0004245	4245	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	2	2	1	2	2	1	3	4	2	2	1	1	1	4	2
OG0004246	4246	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	1	2	2	2	2	2	1	2	3	2	2	2	2	2	2	1	1	2
OG0004247	4247	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	3	1	0	2
OG0004248	4248	1	2	3	3	2	3	2	2	2	4	2	2	4	1	2	2	1	1	0	1	0	1	1	3	3	3	1	3	2	3	0	5	0
OG0004249	4249	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	1
OG0004250	4250	6	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1
OG0004251	4251	2	3	3	2	2	3	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	3	2	4	1	2	2	2	2	2	1	2	1
OG0004252	4252	2	2	1	2	3	3	3	1	2	2	3	2	2	3	2	2	1	1	1	2	1	1	3	2	2	2	3	2	2	2	0	3	2
OG0004253	4253	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	0	2	2
OG0004254	4254	2	2	2	2	3	2	2	2	2	1	2	2	3	2	2	2	2	2	1	2	2	2	3	2	2	2	2	2	2	2	1	2	1
OG0004255	4255	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	4	1
OG0004256	4256	3	2	2	2	4	3	2	2	2	3	3	1	2	1	2	1	3	2	2	2	1	3	2	2	3	0	2	1	2	1	1	2	1
OG0004257	4257	1	3	4	2	1	2	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	0	1	2
OG0004258	4258	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	3	1	2	2	2	2	2	2	2	2	2	2	1	4	2
OG0004259	4259	2	1	1	2	2	2	2	2	3	2	1	2	2	3	2	0	2	3	1	1	2	2	3	3	3	2	2	2	3	2	1	1	3
OG0004260	4260	2	2	2	1	2	1	2	3	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	3	2	3	2	3	2	2	2	1
OG0004261	4261	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	2	2	2	2	1	4	2	1	2	2
OG0004262	4262	3	2	2	0	3	2	2	2	1	3	3	2	2	2	2	1	2	1	2	1	1	0	3	2	2	2	3	2	2	3	2	3	2
OG0004263	4263	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	4	2
OG0004264	4264	3	1	3	1	1	1	2	2	1	1	4	2	1	1	2	2	2	1	3	1	1	1	3	1	1	2	2	1	4	0	3	4	7
OG0004265	4265	2	2	4	2	1	2	2	2	2	2	2	3	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	1	1	2
OG0004266	4266	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	0	2	1	2	1	1	2	2	2	1	2	3	2	2	2	3	6	4
OG0004267	4267	2	2	1	3	3	2	2	3	3	2	3	2	1	1	1	1	3	1	3	1	1	2	3	2	1	3	2	3	3	1	1	2	1
OG0004268	4268	3	1	3	2	1	2	3	1	2	2	1	2	1	2	0	1	2	2	2	1	1	2	1	3	3	3	1	1	3	2	4	5	2
OG0004269	4269	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	1
OG0004270	4270	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	2
OG0004271	4271	5	0	0	1	1	1	3	3	0	4	3	2	1	0	1	0	3	1	0	2	0	2	1	2	1	1	2	2	1	1	2	5	14
OG0004272	4272	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1
OG0004273	4273	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004274	4274	2	2	3	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2
OG0004275	4275	3	1	0	2	1	2	3	3	0	3	2	3	1	2	1	1	2	2	2	2	2	1	2	1	1	3	3	3	2	1	3	5	2
OG0004276	4276	2	2	2	2	3	4	1	2	2	2	3	2	2	3	2	2	2	1	1	1	1	3	3	2	1	2	3	1	3	2	0	3	0
OG0004277	4277	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	3	1
OG0004278	4278	2	1	1	2	2	2	2	1	1	5	2	2	2	2	1	1	2	2	2	2	2	3	1	2	2	2	2	1	2	5	1	4	1
OG0004279	4279	3	2	2	2	1	2	2	2	0	3	2	2	2	3	1	3	3	2	1	3	1	2	2	2	2	0	3	2	1	2	2	3	2
OG0004280	4280	2	2	3	2	3	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0004281	4281	3	3	2	2	1	2	0	2	1	2	1	1	2	2	3	2	2	1	3	1	2	2	1	2	2	2	1	2	2	2	1	8	2
OG0004282	4282	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004283	4283	2	2	3	2	1	3	2	2	1	2	3	2	1	3	2	2	2	2	0	2	2	3	3	1	2	2	2	2	2	2	1	2	2
OG0004284	4284	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	3	2
OG0004285	4285	2	1	2	2	2	3	1	2	2	3	2	2	3	3	2	2	2	2	2	1	2	2	2	2	3	2	2	2	2	2	1	0	2
OG0004286	4286	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0004287	4287	2	2	3	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	4	1	3	0
OG0004288	4288	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1
OG0004289	4289	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1
OG0004290	4290	2	1	2	4	0	4	1	3	0	4	0	1	1	4	2	1	2	3	1	1	0	5	0	2	4	4	0	3	2	2	0	6	0
OG0004291	4291	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	3	0
OG0004292	4292	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2
OG0004293	4293	2	1	2	1	2	2	2	3	1	2	2	2	3	3	2	2	2	1	2	2	1	0	2	0	2	2	2	2	2	1	6	2	4
OG0004294	4294	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	0	3	0
OG0004295	4295	3	3	1	2	2	1	3	3	1	3	3	2	2	2	0	2	3	1	2	2	1	3	2	2	0	1	2	2	2	2	2	3	2
OG0004296	4296	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	1
OG0004297	4297	3	3	3	1	2	2	3	2	2	1	2	1	1	0	2	3	2	2	2	3	2	3	3	2	1	2	2	1	2	0	2	4	1
OG0004298	4298	2	2	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	3	2
OG0004299	4299	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004300	4300	2	3	3	1	0	1	1	2	3	2	3	2	2	2	3	3	3	4	2	3	4	2	1	1	2	0	2	2	1	2	1	1	1
OG0004301	4301	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	0
OG0004302	4302	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	3	1
OG0004303	4303	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1
OG0004304	4304	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	1	2	2	2	2	2	2	3	2	2	2	1	2	0
OG0004305	4305	2	1	1	2	3	2	1	3	2	2	3	2	1	3	1	2	2	2	2	1	1	2	3	2	2	2	2	2	2	2	1	5	1
OG0004306	4306	2	2	2	2	3	2	2	2	2	2	3	2	3	1	2	1	2	1	2	2	2	2	3	2	2	2	2	2	2	2	1	2	1
OG0004307	4307	2	2	1	4	2	3	2	2	1	3	2	0	4	2	2	1	4	2	2	1	2	3	2	1	1	1	2	3	2	2	1	1	2
OG0004308	4308	2	2	2	2	2	2	2	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004309	4309	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004310	4310	2	2	4	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	3	1
OG0004311	4311	3	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2
OG0004312	4312	2	2	2	2	2	1	2	3	3	1	3	2	2	1	1	2	3	2	2	1	2	2	2	3	3	2	2	3	1	1	1	3	1
OG0004313	4313	2	2	4	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	2	1	2	2
OG0004314	4314	3	0	3	1	1	1	3	2	1	3	3	1	2	3	2	2	2	1	3	2	2	3	3	2	1	3	2	2	3	1	1	3	0
OG0004315	4315	2	1	2	1	2	1	2	2	1	2	2	1	0	0	0	1	2	1	2	1	2	0	2	1	1	1	2	1	2	2	17	3	5
OG0004316	4316	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0004317	4317	2	2	0	2	2	2	3	3	2	2	2	2	2	2	2	2	3	3	2	2	2	2	1	2	2	2	2	2	3	2	1	2	0
OG0004318	4318	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	0	3	1
OG0004319	4319	3	2	3	1	2	3	3	2	2	3	3	3	1	1	2	1	2	1	2	1	1	2	2	2	1	2	3	2	2	2	1	3	1
OG0004320	4320	3	2	1	3	2	0	2	3	1	2	3	3	3	1	1	2	3	0	1	2	2	1	2	2	3	2	3	1	3	2	1	3	2
OG0004321	4321	2	1	3	1	2	2	2	2	2	2	3	2	2	1	2	2	2	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004322	4322	2	2	4	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0
OG0004323	4323	2	0	0	1	0	1	4	1	2	1	1	0	1	2	0	1	0	1	2	0	1	0	1	2	3	1	0	1	1	3	0	31	1
OG0004324	4324	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	3	1
OG0004325	4325	3	2	2	2	2	1	2	3	1	3	3	2	2	3	1	2	3	2	1	0	0	2	2	1	2	2	2	2	2	1	3	4	2
OG0004326	4326	3	2	3	2	1	3	2	3	2	3	3	1	3	1	1	2	3	1	3	1	2	2	2	1	1	2	2	1	1	2	1	4	1
OG0004327	4327	2	2	1	1	1	2	2	2	1	3	2	3	2	1	2	2	2	2	2	2	2	2	2	5	2	3	2	1	2	2	1	2	2
OG0004328	4328	2	2	4	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	3	0
OG0004329	4329	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	4	1	2	2	2	1	2	2	2	2	1	2	0
OG0004330	4330	2	3	3	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	3	2	3	1
OG0004331	4331	2	2	1	2	1	2	3	2	2	2	2	3	2	2	2	1	2	1	2	3	2	2	1	2	3	2	2	3	2	2	1	3	1
OG0004332	4332	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1
OG0004333	4333	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004334	4334	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	1	3	2	2	2	2	1	2	2	2	1	1	1	3
OG0004335	4335	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	3	2	1	3	1
OG0004336	4336	2	2	1	3	2	3	2	2	1	3	2	2	2	2	1	1	2	2	1	2	1	2	2	3	2	2	2	2	3	2	2	2	2
OG0004337	4337	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004338	4338	2	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0004339	4339	2	2	2	1	2	2	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2
OG0004340	4340	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0004341	4341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	32	2	2
OG0004342	4342	2	1	2	2	2	2	2	2	2	3	2	2	1	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	1
OG0004343	4343	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0004344	4344	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	3	1
OG0004345	4345	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
OG0004346	4346	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1
OG0004347	4347	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1
OG0004348	4348	2	3	2	2	2	3	2	2	2	3	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	4	1
OG0004349	4349	2	2	4	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	3	1	2	2	2	2	1	3	1
OG0004350	4350	3	2	1	1	2	1	3	3	3	3	3	3	0	0	2	1	2	0	0	2	2	3	2	2	2	3	3	2	2	2	1	5	1
OG0004351	4351	2	2	4	2	0	2	2	2	2	2	2	2	2	2	2	1	4	3	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2
OG0004352	4352	2	3	1	2	2	0	2	2	2	2	2	3	3	2	3	3	3	2	3	2	3	1	2	1	2	2	2	1	2	2	0	3	0
OG0004353	4353	2	2	2	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	1	2	1
OG0004354	4354	3	2	2	2	3	3	3	3	1	3	3	2	3	2	2	1	3	1	2	1	1	2	2	2	2	1	2	1	3	1	1	1	1
OG0004355	4355	2	1	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2
OG0004356	4356	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
OG0004357	4357	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	0	2	6
