Family ID	<61>	FRAX08<12>	<33>	FRAX05<50>	Mguttatus<62>	FRAX25<26>	<25>	FRAX14<48>	<21>	<27>	<31>	<23>	FRAX15<18>	<35>	<37>	empty<58>	FRAX32<2>	FRAX21<28>	FRAX33<52>	Oeuropea<56>	FRAX26<46>	FRAX16<16>	FRAX03<40>	FRAX07<8>	FRAX23<24>	FRAX31<54>	<11>	<39>	FRAX09<42>	FRAX19<30>	<13>	FRAX12<6>	<49>	<17>	<43>	<15>	<19>	FRAX29<10>	<9>	<55>	<47>	FRAX01<14>	FRAX00<20>	FRAX13<44>	FRAX20<32>	<45>	<57>	Slycopersicum<60>	<3>	FRAX30<0>	<53>	FRAX27<36>	<51>	FRAX04<38>	<1>	<7>	FRAX11<34>	<41>	<29>	FRAX28<4>	FRAX06<22>	<5>
18203	4	4	4	3	4	3	5	4	5	5	4	5	4	4	4	0	5	4	4	3	4	3	4	3	5	4	5	4	4	4	5	4	4	4	4	3	4	3	5	5	4	3	3	4	4	4	1	5	5	5	5	4	4	3	5	5	4	4	5	5	4	5
12395	2	4	4	4	1	5	5	4	4	5	4	4	4	4	4	0	3	4	5	6	4	4	4	4	4	3	5	4	4	4	5	4	4	4	4	4	4	4	4	6	4	4	4	4	3	4	1	2	4	4	6	4	4	4	4	4	4	4	5	4	4	4
12810	2	4	5	4	3	2	5	5	4	5	5	4	3	5	5	0	4	3	4	6	5	3	5	4	3	4	5	5	5	3	5	3	5	3	5	3	3	5	5	6	5	3	3	3	4	5	1	1	5	4	6	4	5	4	4	5	5	5	5	5	4	5
12731	4	3	5	5	3	4	5	4	4	5	5	4	1	4	5	0	5	5	4	4	6	3	3	3	2	4	5	5	4	5	5	4	5	3	4	3	4	4	5	5	5	3	4	3	4	5	1	6	5	5	5	4	5	3	5	5	3	4	5	5	4	5
18716	2	4	5	4	1	3	5	4	4	5	5	4	4	4	5	0	4	5	4	3	4	4	4	6	4	4	5	5	4	5	5	4	4	4	4	4	4	3	5	5	4	4	4	3	6	4	1	2	4	4	5	4	4	4	4	5	4	4	5	3	4	4
41542	1	4	4	5	1	4	5	4	4	5	4	4	4	4	4	0	4	5	4	6	4	3	4	4	4	4	5	4	4	3	5	5	4	4	4	4	4	4	5	6	4	4	4	4	4	4	1	1	4	4	6	4	4	4	4	5	4	4	5	4	4	5
857	2	4	4	4	1	4	5	4	5	5	4	5	4	4	4	0	3	4	4	6	2	4	4	3	4	4	5	4	4	4	5	6	4	5	4	4	5	2	4	6	4	4	5	4	3	4	1	2	6	6	6	4	4	4	6	5	4	4	5	7	3	6
19552	1	3	3	6	1	8	7	3	5	7	3	5	4	3	3	0	6	8	3	4	3	3	5	3	5	3	7	5	3	2	7	2	5	4	4	3	4	5	6	7	3	3	3	3	3	4	1	1	6	5	7	3	5	3	6	6	3	4	7	6	5	6
7035	1	5	5	6	1	3	5	4	5	5	4	5	7	4	5	0	7	4	6	4	4	3	6	3	5	1	5	5	4	2	5	3	6	5	5	3	5	5	5	5	4	2	5	3	3	5	1	0	5	5	5	4	6	5	5	5	4	5	5	4	2	5
23448	3	2	7	4	1	4	4	3	4	5	7	4	3	7	7	0	3	2	4	1	4	5	3	2	4	8	4	7	5	9	4	3	4	4	4	4	4	4	4	8	4	3	2	3	7	4	1	6	3	3	8	5	5	4	3	4	8	4	7	3	4	3
12889	0	8	5	3	0	6	6	5	5	6	5	5	4	5	5	0	4	2	3	0	5	7	7	4	3	3	6	5	2	3	6	5	5	5	5	5	5	5	5	6	5	3	1	5	5	5	1	0	5	6	6	5	5	4	5	5	3	5	6	4	2	5
39686	1	6	4	4	0	1	6	6	6	7	4	6	4	0	1	0	6	4	3	10	9	1	7	5	1	0	7	6	9	1	7	4	6	4	7	1	4	8	7	10	7	1	1	2	4	7	1	1	6	6	10	0	6	0	6	7	0	7	7	5	7	6
35374	2	3	4	5	2	4	5	4	4	5	4	4	3	4	4	0	4	4	4	4	4	4	3	5	3	5	5	4	4	4	5	4	4	4	4	4	4	4	5	6	4	4	4	4	4	4	1	2	5	5	6	4	4	3	5	5	4	4	5	4	4	5
43738	3	5	5	4	3	4	5	3	5	5	5	5	2	5	5	0	2	4	4	6	4	2	4	5	3	5	5	5	5	5	5	4	5	4	5	4	5	3	5	7	4	4	5	3	4	5	1	2	4	3	7	4	5	5	3	5	5	5	5	4	5	4
18297	3	4	5	5	2	3	5	5	5	5	5	5	4	4	5	0	4	4	4	3	4	4	4	4	4	4	5	5	4	4	5	4	5	5	4	5	5	3	5	5	5	5	4	4	4	5	1	3	5	4	5	4	5	4	4	5	4	4	5	5	4	5
5165	1	4	5	5	1	4	5	5	4	5	5	4	3	4	5	0	4	4	4	3	4	4	5	5	4	4	5	5	4	4	5	4	5	4	5	4	4	3	5	5	5	4	4	5	4	5	1	1	5	4	5	4	5	4	4	5	4	5	5	5	4	5
6034	2	3	5	4	3	3	5	3	5	5	5	5	4	5	5	0	5	4	4	6	4	5	3	4	5	5	5	5	5	4	5	3	5	5	5	5	5	4	4	7	4	5	5	5	3	5	1	1	4	4	7	3	5	4	4	4	5	5	5	3	5	4
10705	2	4	5	6	1	3	5	3	5	5	5	5	4	4	5	0	4	4	2	4	4	3	4	6	4	5	5	5	5	4	5	4	5	4	5	4	4	5	5	6	4	4	4	4	4	5	1	3	4	4	6	3	5	4	4	5	4	5	5	4	5	4
12927	2	4	5	3	2	4	5	4	5	5	5	5	5	4	5	0	5	4	3	5	5	3	5	3	3	4	5	5	4	5	5	4	5	5	5	4	5	4	5	6	5	4	4	4	4	5	1	2	5	4	6	4	5	3	5	5	4	5	5	4	4	5
15183	2	4	5	5	1	2	5	6	5	5	5	5	4	5	5	0	6	4	3	5	7	4	4	4	4	4	5	5	5	3	5	3	5	5	5	4	5	3	5	6	6	4	6	4	5	5	1	2	5	6	6	2	5	3	6	5	5	5	5	5	4	5
7890	4	5	4	3	4	5	5	2	5	5	4	5	2	4	4	0	4	4	4	6	4	2	4	4	2	4	5	4	5	5	5	4	4	5	4	5	5	5	5	6	4	5	5	3	2	4	1	4	5	4	6	3	4	3	4	5	4	4	5	5	4	5
13092	2	4	4	4	2	4	5	4	5	5	4	5	4	4	4	0	4	4	4	4	4	4	4	5	5	4	5	4	4	4	5	4	4	5	4	4	5	5	5	5	4	4	5	4	4	4	1	2	4	4	5	3	4	3	4	5	4	4	5	4	4	4
10227	1	4	5	4	1	4	5	4	5	5	5	5	4	5	5	0	4	4	4	4	4	5	4	4	4	4	5	5	5	4	5	5	5	5	5	5	5	4	5	5	4	4	4	4	3	5	1	0	4	4	5	4	5	4	4	5	6	5	5	4	4	5
23119	4	5	4	4	5	3	5	4	5	5	4	5	4	4	4	0	2	4	3	5	4	3	5	3	4	4	5	4	4	3	5	4	4	5	4	5	5	5	5	6	4	5	4	3	4	4	1	3	5	5	6	3	4	4	5	5	4	4	5	4	4	5
5143	2	5	4	4	2	3	6	3	6	6	4	6	7	3	4	0	6	2	3	2	3	5	3	6	4	3	6	4	3	3	6	4	4	7	3	7	6	6	6	6	3	7	4	3	4	3	1	1	6	5	6	3	4	3	6	6	3	3	6	4	5	6
27674	3	4	4	4	2	4	4	4	4	4	4	4	4	4	4	0	4	4	4	4	4	3	4	4	4	4	4	4	5	4	4	3	4	4	4	4	4	4	4	5	4	4	4	4	4	4	1	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4
18296	1	5	5	4	1	5	5	4	4	5	5	4	3	4	5	0	5	4	4	4	4	4	5	3	4	4	5	5	4	5	5	4	5	4	5	4	4	4	5	5	4	4	4	3	4	5	1	1	5	4	5	4	5	4	5	5	4	5	5	4	4	5
16463	2	4	4	4	2	4	5	3	5	5	4	5	5	4	4	0	4	4	4	5	4	4	5	4	4	2	5	4	4	4	5	5	4	5	4	5	5	4	5	5	4	5	4	4	4	4	1	1	4	4	5	4	4	3	4	5	4	4	5	4	4	5
25713	1	4	5	4	1	4	4	4	4	5	5	4	4	5	5	0	4	4	5	3	4	3	4	4	3	5	4	5	5	5	4	4	5	4	5	3	4	4	4	5	4	3	3	4	5	5	1	1	4	4	5	5	5	5	4	4	5	5	5	2	4	4
43680	1	4	4	4	1	4	4	4	4	4	4	4	4	4	4	0	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	1	1	4	4	5	4	4	4	4	4	4	4	4	4	4	4
3957	2	3	5	5	3	6	5	3	5	5	5	5	2	5	5	0	4	4	4	7	3	3	2	4	3	4	5	5	4	5	5	4	5	4	5	4	5	4	4	7	3	4	5	6	4	5	1	1	4	4	7	4	5	5	4	4	5	4	5	3	5	4
39598	3	3	5	4	2	3	5	3	5	5	5	5	3	5	5	0	3	3	4	7	4	3	4	4	3	4	5	5	6	4	5	3	5	4	5	4	5	4	5	7	4	4	5	3	5	5	1	3	5	4	7	5	5	4	4	5	4	5	5	5	5	5
33954	2	4	5	5	2	4	4	2	4	5	4	4	4	5	5	0	4	3	4	4	6	4	7	4	4	3	4	5	4	4	4	4	5	4	5	4	4	4	4	5	5	4	4	4	2	5	1	2	4	4	5	5	5	5	4	4	5	5	5	3	4	4
37468	2	3	5	4	2	4	4	4	4	5	5	4	4	5	5	0	4	4	4	7	5	4	4	4	4	4	4	5	5	5	4	4	5	4	5	4	4	4	4	7	5	4	4	3	4	5	1	2	4	4	7	3	5	3	4	4	5	5	5	4	4	4
35448	2	3	6	6	1	3	5	5	4	6	5	4	3	5	6	0	4	2	3	5	5	4	4	5	3	6	6	6	5	4	6	3	6	4	5	4	4	7	6	7	5	2	2	3	3	5	1	2	5	5	7	5	6	6	5	6	4	5	6	4	2	5
8283	2	4	5	4	1	4	4	4	4	5	5	4	3	4	5	0	4	5	4	4	4	3	4	4	4	4	4	5	4	5	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	1	2	4	4	5	4	4	4	4	4	4	4	5	3	4	4
6235	1	4	4	4	1	4	5	3	5	5	4	5	5	3	4	0	4	5	4	7	4	4	2	4	4	4	5	4	4	4	5	4	4	5	4	5	5	5	5	7	4	5	4	3	3	4	1	1	5	5	7	3	4	5	5	5	3	4	5	6	4	5
17947	1	3	5	5	1	3	4	5	4	5	5	4	3	5	5	0	3	4	5	4	5	3	5	2	3	4	4	5	5	5	4	4	5	3	5	3	3	2	4	5	5	3	3	5	4	5	1	1	4	4	5	5	5	5	4	4	4	5	5	5	4	4
8327	4	3	5	3	4	4	5	3	4	5	5	4	3	5	5	0	3	5	4	7	4	3	3	6	2	4	5	5	5	5	5	4	4	4	4	4	4	4	5	7	4	4	4	4	1	4	1	5	5	4	7	4	4	4	4	5	5	4	5	5	3	5
39604	3	1	6	3	3	3	5	2	5	5	6	5	2	6	6	0	5	3	3	7	4	3	5	4	4	5	5	6	6	6	5	5	5	3	5	3	5	5	5	8	4	3	5	3	3	5	1	3	5	3	8	5	5	4	5	5	6	5	6	5	7	5
18684	3	4	4	3	3	3	5	5	5	5	4	5	4	4	4	0	4	3	4	5	3	4	4	4	4	4	5	5	4	4	5	4	5	5	5	4	5	5	5	6	5	4	5	5	4	5	1	3	4	4	6	4	5	3	4	5	4	4	5	4	4	4
29277	3	4	4	5	2	4	5	4	5	5	4	5	3	4	4	0	4	4	4	4	4	4	4	4	4	4	5	5	4	4	5	4	5	4	5	4	5	4	4	5	4	1	5	5	3	5	1	3	4	4	5	4	5	4	4	4	4	4	5	4	4	4
26524	2	4	5	5	1	5	5	4	5	5	5	5	6	3	5	0	4	3	4	4	3	5	5	3	4	4	5	5	3	3	5	5	5	5	4	5	5	4	5	5	4	4	4	3	5	4	1	2	5	4	5	3	5	4	4	5	3	4	5	5	4	5
35982	3	2	5	5	2	2	4	5	4	4	5	4	4	5	5	0	4	1	5	4	4	4	4	4	4	4	4	5	5	5	4	4	5	4	5	4	4	4	4	5	5	4	4	5	5	5	1	3	4	4	5	4	5	5	4	4	5	5	5	4	4	4
31742	3	2	5	5	3	3	5	3	5	5	5	5	4	5	5	0	3	4	4	5	3	3	5	5	3	5	5	5	6	4	5	4	5	5	5	4	5	4	5	6	3	4	5	3	3	5	1	4	4	4	6	5	5	5	4	5	5	5	5	3	6	4
20131	2	4	4	4	2	4	5	4	5	5	4	5	3	4	4	0	4	4	4	5	4	4	4	4	4	4	5	4	4	4	5	4	4	4	4	4	5	3	4	6	4	4	5	4	4	4	1	2	4	4	6	4	4	4	4	4	4	4	5	4	5	4
43120	1	3	4	4	0	5	5	4	5	5	4	5	3	4	4	0	4	4	4	5	4	5	4	4	3	4	5	4	4	3	5	4	4	5	4	5	5	4	5	6	4	5	5	4	3	4	1	2	5	4	6	3	4	4	4	5	4	4	5	5	4	5
21785	3	3	5	5	4	4	5	4	5	5	4	5	3	5	5	0	3	5	4	6	4	2	3	5	5	5	5	5	5	3	5	3	5	4	4	4	5	3	5	7	4	4	5	3	2	4	1	3	4	4	7	5	5	3	4	5	6	4	5	3	5	4
37419	2	4	4	3	2	4	5	5	5	5	4	5	5	3	4	0	3	4	4	3	4	4	4	3	4	5	5	5	5	4	5	4	5	5	5	4	5	3	4	5	5	4	4	3	4	5	1	1	4	4	5	3	5	3	4	4	3	5	5	4	4	4
5697	0	4	4	4	0	4	5	3	4	5	4	4	4	4	4	0	4	4	4	5	4	4	5	4	4	4	5	5	4	3	5	4	5	4	5	4	4	5	5	6	4	4	4	6	3	5	1	0	5	4	6	4	5	4	4	5	4	5	5	5	4	5
23488	3	3	5	4	3	4	4	3	4	5	5	4	4	5	5	0	3	4	3	3	4	4	3	4	4	5	4	5	4	5	4	4	4	4	4	4	4	2	4	5	4	4	4	4	4	4	1	4	4	4	5	5	4	6	4	4	4	4	5	4	4	4
37674	3	3	6	5	3	4	5	3	5	5	6	5	3	6	6	0	3	3	6	4	5	3	3	5	4	5	5	6	5	5	5	2	6	4	6	4	4	3	5	6	5	4	4	6	3	6	1	3	4	5	6	4	6	4	4	5	6	5	6	3	5	4
22307	2	4	4	4	2	4	4	5	4	4	4	4	4	4	4	0	4	3	4	7	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	4	4	4	4	4	4	1	1	4	4	7	4	4	4	4	4	4	4	4	4	4	4
26242	2	5	5	4	2	5	5	3	5	5	5	5	4	4	5	0	4	4	3	4	4	5	3	3	6	4	5	5	3	4	5	5	4	5	3	5	5	4	5	5	4	3	5	3	4	4	1	2	4	4	5	4	4	5	4	5	3	3	5	4	4	5
5893	2	4	4	4	2	4	5	4	5	5	4	5	4	4	4	0	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	4	4	5	4	4	5	4	4	5	4	4	5	4	4	4	1	1	4	4	5	4	4	4	4	4	4	4	5	4	4	4
552	1	4	4	4	1	4	5	4	5	5	4	5	5	4	4	0	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	4	4	5	4	4	5	3	4	5	4	4	4	5	4	4	1	1	4	4	5	4	4	4	4	4	4	4	5	4	4	4
42074	2	4	5	5	2	3	5	5	5	6	5	5	2	5	5	0	5	6	4	4	5	1	4	4	2	4	5	5	4	5	5	7	5	4	4	4	5	4	5	6	5	4	5	4	3	5	1	2	5	3	6	5	5	3	5	5	5	4	6	4	4	5
19829	2	4	5	4	2	3	5	3	5	5	5	5	5	5	5	0	5	4	4	4	3	4	3	3	4	3	5	5	3	4	5	4	5	5	5	5	5	5	5	5	3	6	4	6	4	5	1	2	5	4	5	5	5	3	5	5	3	3	5	4	4	5
25800	3	2	5	3	2	3	5	2	4	5	6	4	2	4	5	0	5	4	4	8	3	4	3	4	3	4	5	5	4	6	5	3	4	4	4	4	4	7	5	8	3	2	3	4	6	4	1	3	5	4	8	4	4	4	5	5	4	4	5	5	4	5
39303	5	5	5	3	5	3	5	3	4	5	5	4	3	5	5	0	2	4	3	10	3	3	3	4	3	5	5	5	5	5	5	4	4	3	4	3	3	4	4	10	3	1	3	3	5	4	1	5	4	3	10	5	4	4	3	4	5	4	5	4	4	4
7746	3	4	5	3	3	3	5	4	5	5	5	5	3	5	5	0	3	5	4	4	4	4	4	4	4	4	5	5	5	5	5	4	5	4	5	4	5	4	4	5	4	3	5	4	5	5	1	4	4	3	5	4	5	4	3	4	5	5	5	4	4	4
15120	1	3	3	4	0	6	6	6	6	6	3	6	5	1	2	0	3	7	2	1	7	5	8	2	7	1	6	5	5	1	6	3	5	6	7	6	6	5	5	5	7	6	3	6	3	7	1	1	4	4	5	1	5	1	4	5	1	7	6	3	5	4
38757	3	5	5	3	2	3	5	4	5	5	5	5	4	5	5	0	5	4	4	7	4	3	3	5	5	4	5	5	4	5	5	4	4	5	4	5	5	2	5	7	4	5	5	3	3	4	1	3	5	4	7	2	4	4	5	5	5	4	5	4	4	5
41085	2	4	5	5	2	5	5	3	4	5	5	4	4	5	5	0	4	4	5	1	5	4	3	4	4	4	5	5	2	4	5	6	5	4	3	4	4	3	5	5	5	2	2	3	4	5	1	1	5	4	5	5	5	6	4	5	4	3	5	5	4	5
43652	3	5	5	4	3	3	5	4	5	5	5	5	3	5	5	0	2	4	3	5	4	3	4	5	2	4	5	5	5	5	5	3	5	4	5	3	5	4	5	6	4	3	5	5	4	5	1	2	5	5	6	3	5	3	5	5	5	5	5	5	4	5
5553	3	4	4	4	3	4	4	3	4	4	4	4	4	4	4	0	4	4	4	6	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	4	4	4	3	4	4	1	2	4	4	6	4	4	3	4	4	4	4	4	4	4	4
43795	1	6	6	5	0	5	6	4	5	6	6	5	3	6	6	0	3	5	4	3	4	3	3	3	5	4	6	6	2	3	6	4	5	5	3	5	5	6	6	6	4	5	2	3	6	4	1	1	3	2	6	6	5	5	3	6	6	3	6	2	3	4
6124	2	4	5	5	1	4	5	4	4	5	5	4	3	4	5	0	3	4	6	1	5	4	4	3	3	4	5	5	5	4	5	5	5	4	5	4	4	5	5	5	5	4	4	3	5	5	1	3	4	4	5	4	5	3	4	5	4	5	5	3	4	5
11185	3	4	4	3	2	3	4	4	4	4	4	4	4	4	4	0	4	3	4	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	4	4	4	3	4	4	1	3	4	5	7	3	4	4	4	4	4	4	4	4	4	4
20209	1	4	4	4	1	4	4	4	4	4	4	4	4	4	4	0	4	4	4	5	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	1	1	4	4	5	4	4	4	4	4	4	4	4	4	4	4
32577	4	4	4	4	4	4	5	4	5	5	4	5	2	4	4	0	4	4	4	3	4	4	4	4	3	4	5	4	4	4	5	2	4	5	4	5	5	4	4	5	4	5	6	4	3	4	1	5	4	3	5	4	4	4	4	4	4	4	5	4	5	4
20261	2	4	5	4	2	3	5	4	5	5	5	5	5	5	5	0	4	3	3	7	5	4	5	4	3	5	5	5	4	3	5	4	5	5	5	4	5	3	4	7	5	4	3	4	4	5	1	1	4	4	7	5	5	4	4	4	3	5	5	3	4	4
5886	2	5	4	2	3	4	6	3	5	6	4	5	3	3	4	0	4	4	3	3	3	4	4	5	4	5	6	4	3	3	6	6	4	5	4	5	5	7	6	6	3	5	4	4	2	4	1	1	6	5	6	3	4	4	5	6	3	4	6	6	3	6
40517	3	5	4	5	4	3	5	5	5	5	4	5	3	4	4	0	3	4	3	3	5	2	5	5	4	4	5	5	3	4	5	2	5	4	5	3	5	4	5	5	5	3	5	5	3	5	1	3	5	6	5	4	5	3	5	5	4	5	5	3	5	5
37265	1	4	4	4	1	4	5	4	4	5	4	4	3	4	4	0	4	4	4	5	4	4	4	4	4	4	5	4	5	4	5	4	4	4	4	4	4	6	5	6	4	3	3	4	4	4	1	1	4	4	6	4	4	4	4	5	4	4	5	4	4	4
7602	2	4	5	5	2	4	6	3	5	6	4	5	1	5	5	0	4	3	6	9	5	2	5	6	5	4	6	5	5	4	6	6	5	2	5	2	4	3	6	9	5	2	4	3	2	5	1	2	4	4	9	2	5	5	4	6	5	5	6	3	4	6
43190	2	3	4	4	1	4	5	4	5	5	4	5	3	4	4	0	4	4	4	5	4	4	4	4	3	4	5	4	4	4	5	4	4	4	4	4	5	3	4	6	4	4	5	4	4	4	1	2	4	4	6	4	4	4	4	4	4	4	5	4	5	4
11604	2	4	4	4	2	4	4	4	4	4	4	4	3	4	4	0	4	4	4	5	4	3	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	3	4	5	4	4	4	4	3	4	1	1	4	4	5	4	4	4	4	4	4	4	4	4	4	4
37838	1	4	5	5	1	3	5	5	5	5	5	5	4	4	5	0	3	3	4	9	5	4	4	3	3	4	5	5	4	4	5	2	5	5	4	4	5	4	4	9	5	4	5	4	5	5	1	1	4	3	9	4	5	4	3	4	4	4	5	5	4	4
8070	2	4	4	5	1	4	4	4	4	4	4	4	4	4	4	0	3	4	4	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	4	4	4	4	4	4	1	2	4	3	6	4	4	2	3	4	3	4	4	4	4	4
28954	2	4	4	4	1	4	5	4	5	5	4	5	4	4	4	0	4	4	3	3	4	4	4	4	4	5	5	4	4	3	5	4	4	5	4	4	5	3	4	5	4	4	5	4	4	4	1	2	4	4	5	4	4	4	4	4	4	4	5	4	4	4
2610	2	4	5	5	2	2	4	4	4	5	4	4	4	4	5	0	3	3	5	4	5	3	5	4	4	4	4	5	6	3	4	3	5	4	6	3	4	4	4	5	5	3	4	6	3	5	1	2	4	2	5	4	5	5	3	4	4	6	5	4	2	4
16738	3	4	4	4	2	4	4	3	4	4	4	4	4	4	4	0	4	4	4	5	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	3	4	4	4	1	3	4	4	5	4	4	4	4	4	4	4	4	4	4	4
32497	1	4	5	4	2	4	5	5	4	5	4	4	4	6	6	0	3	2	1	3	5	4	4	5	4	4	5	5	3	3	5	4	5	4	4	4	4	5	5	5	5	4	4	4	3	5	1	0	4	3	5	6	5	7	3	5	6	4	5	4	3	4
12809	2	4	4	3	1	4	4	4	4	4	4	4	4	4	4	0	4	4	4	4	4	4	4	4	4	4	4	4	4	6	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	1	3	4	4	5	4	4	4	4	4	4	4	4	4	4	4
25497	2	4	4	4	1	4	4	4	4	4	4	4	3	4	4	0	4	4	4	5	4	3	4	4	3	4	4	4	4	4	4	4	4	3	4	3	4	4	4	5	4	3	5	4	4	4	1	2	4	4	5	4	4	4	4	4	4	4	4	4	4	4
28258	2	3	5	4	1	4	5	4	5	5	5	5	1	5	5	0	5	5	5	5	4	2	4	5	3	5	5	5	5	4	5	4	5	3	5	2	5	4	5	6	4	2	5	3	3	5	1	2	5	5	6	3	5	5	5	5	5	5	5	4	5	5
35356	3	3	5	4	2	3	5	5	5	5	4	5	3	5	5	0	3	5	6	5	4	2	4	5	3	5	5	5	5	3	5	5	5	3	5	3	4	3	5	6	5	3	4	5	3	5	1	4	3	3	6	5	5	4	3	5	4	5	5	2	5	5
37788	2	4	5	6	2	4	5	5	4	5	5	4	3	4	5	0	4	3	4	2	3	3	5	4	3	4	5	5	7	6	5	3	5	4	5	4	4	6	5	5	5	4	1	4	4	5	1	2	4	4	5	4	5	4	4	5	4	5	5	4	4	4
344	4	8	3	3	0	5	6	4	5	6	3	5	2	3	3	0	6	4	3	0	3	3	3	1	4	1	7	4	4	2	6	8	4	5	4	5	5	10	7	5	4	5	4	3	2	4	1	8	6	5	5	3	4	1	6	7	3	4	6	5	4	7
43234	2	4	4	4	2	4	5	4	5	5	4	5	4	4	4	0	4	5	4	5	4	4	4	4	4	4	5	4	5	2	5	4	4	5	4	4	5	4	4	6	4	4	5	3	4	4	1	1	4	3	6	4	4	4	4	4	4	4	5	4	4	4
1297	2	4	5	3	2	3	4	3	4	5	5	4	4	5	5	0	4	3	4	4	5	4	4	4	4	5	4	5	4	4	4	4	5	4	4	4	4	4	4	6	5	3	4	4	3	5	1	2	4	4	6	5	5	5	4	4	5	4	5	4	4	4
41837	1	4	4	4	1	4	4	4	4	4	4	4	4	4	4	0	4	3	4	4	4	3	4	5	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	5	4	3	4	4	4	4	1	1	4	4	5	4	4	4	4	4	4	4	4	4	4	4
30078	3	3	6	3	3	4	5	1	4	6	6	4	3	6	6	0	4	4	5	7	5	2	4	6	3	4	5	6	4	6	5	5	5	3	4	3	4	3	5	7	5	3	4	3	4	5	1	2	4	4	7	5	5	4	4	5	6	4	6	4	4	5
5378	1	4	4	5	1	4	4	4	4	5	4	4	4	4	4	0	4	4	4	6	5	4	4	4	4	4	4	5	5	3	4	3	5	4	5	4	4	4	4	6	5	4	4	4	3	5	1	1	4	4	6	4	5	4	4	4	4	5	5	4	4	4
18114	2	3	4	3	2	5	5	3	5	5	4	5	4	4	4	0	5	4	3	4	4	2	4	4	4	4	5	4	4	4	5	4	4	5	4	4	5	5	5	5	4	4	5	4	4	4	1	1	5	4	5	4	4	3	5	5	4	4	5	4	4	5
20994	1	5	4	3	1	4	5	4	4	5	4	4	3	4	4	0	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	5	4	4	4	4	4	4	5	5	4	4	4	3	4	4	1	1	5	6	5	4	4	4	5	5	4	4	5	3	4	5
6506	2	4	4	4	2	3	5	4	5	5	4	5	4	4	4	0	4	5	4	4	3	3	4	5	5	3	5	4	4	4	5	5	4	4	4	3	4	4	5	5	4	3	4	4	4	4	1	1	5	5	5	4	4	4	5	5	4	4	5	4	4	5
1925	1	4	4	5	1	5	5	2	5	5	4	5	6	4	4	0	3	3	3	3	4	5	4	3	4	3	5	5	5	3	5	5	5	5	5	5	5	5	5	5	4	5	3	5	3	5	1	1	5	4	5	2	5	3	4	5	4	5	5	5	5	5
26960	1	4	5	5	1	4	5	4	4	5	4	4	3	4	5	0	2	5	8	4	4	3	4	3	3	4	5	5	3	3	5	5	5	3	5	3	3	5	5	5	4	3	3	5	3	5	1	1	4	3	5	4	5	5	3	5	4	4	5	4	4	5
22536	3	4	4	4	2	4	5	4	5	5	4	5	3	4	4	0	4	4	4	5	4	2	4	4	4	4	5	4	4	4	5	5	4	4	4	3	5	5	5	6	4	3	5	4	2	4	1	3	5	4	6	4	4	3	4	5	4	4	5	5	4	5
10154	2	4	4	4	2	4	5	4	4	5	4	4	3	4	4	0	4	4	4	5	4	4	4	4	4	4	5	4	4	4	5	4	4	4	4	4	4	5	5	6	4	4	4	4	3	4	1	1	4	4	6	4	4	4	4	5	4	4	5	4	4	4
3298	1	4	5	4	1	4	5	4	5	5	5	5	3	4	5	0	4	4	4	4	4	3	3	4	4	4	5	5	3	4	5	4	5	5	5	5	5	5	5	5	4	5	3	5	5	5	1	0	4	4	5	4	5	4	4	5	4	3	5	4	4	4
9315	2	4	3	4	1	3	6	3	6	6	3	6	4	3	3	0	5	3	3	3	4	5	5	3	5	3	6	4	3	3	6	6	4	5	4	5	5	6	6	6	4	4	3	3	3	4	1	2	6	6	6	3	4	2	6	6	3	4	6	5	7	6
20219	1	3	5	5	1	4	4	4	4	5	5	4	4	4	5	0	4	5	5	5	6	4	5	3	3	5	4	5	4	5	4	3	5	4	5	4	4	3	4	6	5	4	3	5	4	5	1	0	4	3	6	4	5	4	4	4	4	5	5	4	4	4
10971	3	2	5	3	3	3	5	3	5	5	5	5	3	5	5	0	5	3	3	5	5	4	3	5	5	4	5	5	5	4	5	2	5	4	5	4	5	3	5	6	5	3	5	4	4	5	1	4	4	3	6	4	5	3	4	5	5	5	5	3	5	4
18078	3	4	4	3	3	3	5	4	4	5	4	4	4	4	4	0	3	4	4	4	3	2	3	5	3	4	5	4	4	4	5	5	4	4	4	4	4	5	5	5	4	4	4	3	3	4	1	3	5	4	5	4	4	4	4	5	4	4	5	5	4	5
